@@336459	##	fo
The	the	at
Soviet	soviet	jj
Union	union	nn1
occasionally	occasionally	rr
uses	use	vvz
the	the	at
waters	water	nn2
of	of	io
the	the	at
northern	northern	jj
Pacific	pacific	np1
as	as	ii_csa
a	a	at1
proving	prove	jj@
ground	ground	nn1
for	for	if
its	its	appge
arsenal	arsenal	nn1
of	of	io
missiles	missile	nn2
.	.	y
But	but	ccb
when	when	cs
the	the	at
Soviets	soviet	nn2
test-fired	test-fired	nn1_jj	
two	two	mc
long-range	long-range	jj
missiles	missile	nn2
last	last	md
week	week	nnt1
,	,	y
the	the	at
U.S.	u.s.-	np1
had	have	vhd
cause	cause	nn1
for	for	if
concern	concern	nn1
over	over	ii_rp
their	their	appge
targets	target	nn2
:	:	y
two	two	mc
patches	patch	nn2
of	of	io
water	water	nn1
near	near	ii
Hawaii	hawaii	np1
.	.	y
<P>	<p>	null	
The	the	at
Soviets	soviet	nn2
tested	test	vvd_vvn
a	a	at1
pair	pair	nn
of	of	io
modified	modify	jj
SS-18s	ss-18s	mc2
tipped	tip	vvd_vvn
with	with	iw
dummy	dummy	jj
warheads	warhead	nn2
;	;	y
one	one	mc1
missile	missile	nn1
landed	land	vvd_vvn
600	600	mc
miles	mile	nnu2
northwest	northwest	nd1
of	of	io
Hawaii	hawaii	np1
,	,	y
while	while	cs
another	another	dd1
,	,	y
aimed	aim	vvd_vvn
360	360	mc
miles	mile	nnu2
southwest	southwest	nd1
of	of	io
the	the	at
islands	island	nn2
,	,	y
apparently	apparently	rr
misfired	misfire	vvd_vvn@
.	.	y
The	the	at
Pentagon	pentagon	np1
claimed	claim	vvd
the	the	at
firings	firing	nn2
were	be	vbdr
the	the	at
closest	closest	jjt
Soviet	soviet	jj
missiles	missile	nn2
had	have	vhd
come	come	vvn
to	to	ii
American	american	jj
soil	soil	nn1
.	.	y
Said	say	vvd
Senator	senator	nnb
Malcolm	malcolm	np1
Wallop	wallop	nn1_vv0
,	,	y
Republican	republican	nn1
of	of	io
Wyoming	wyoming	np1
:	:	y
"	"	"
The	the	at
Soviets	soviet	nn2
were	be	vbdr
practicing	practice	vvg
an	an	at1
attack	attack	nn1
on	on	ii
America	america	np1
.	.	y
"	"	"
The	the	at
Pentagon	pentagon	np1_nn1@
later	later	rrr
acknowledged	acknowledge	vvn_vvd
that	that	cst
a	a	at1
Soviet	soviet	jj
naval	naval	jj
vessel	vessel	nn1
aimed	aim	vvd_vvn
a	a	at1
laser	laser	nn1
beam	beam	nn1_vv0
at	at	ii
two	two	mc
American	american	jj
surveillance	surveillance	nn1
aircraft	aircraft	nn
in	in	ii
the	the	at
area	area	nn1
,	,	y
apparently	apparently	rr
to	to	to
disrupt	disrupt	vvi
U.S.	u.s.-	np1
monitoring	monitoring	nn1_vvg
efforts	effort	nn2
.	.	y
One	one	mc1
pilot	pilot	nn1
reportedly	reportedly	rr
suffered	suffer	vvn_vvd
temporary	temporary	jj
eye	eye	nn1
damage	damage	nn1
.	.	y
