@@293839	##	fo
FICTION	fiction	nn1
:	:	y
<P>	<p>	null	
The	the	at
Anatolian	anatolian	jj_nn1@
,	,	y
Elia	elia	np1
Kazan	kazan	np1_nn1
<P>	<p>	null	
Aunt	aunt	nnb
Julia	julia	np1
and	and	cc
the	the	at
Scriptwriter	scriptwriter	nn1_jjr	
,	,	y
Mario	mario	np1
Vargas	vargas	np2
Llosa	llosa	np1_nn1@
<P>	<p>	null	
Family	family	nn1
Trade	trade	nn1
,	,	y
James	james	np1
Carroll	carroll	np1
<P>	<p>	null	
Famous	famous	jj
Last	last	md
Words	word	nn2
,	,	y
Timothy	timothy	np1
Findley	findley	np1
<P>	<p>	null	
-	-	-
The	the	at
Girl	girl	nn1
of	of	io
the	the	at
Sea	sea	nnl1
of	of	io
Cortez	cortez	np1
,	,	y
Peter	peter	np1
Benchley	benchley	np1
<P>	<p>	null	
The	the	at
Woods	wood	nn2
,	,	y
David	david	np1
Plante	plante	np1_nn1
<P>	<p>	null	
NONFICTION	nonfiction	np1	
:	:	y
<P>	<p>	null	
The	the	at
Correspondence	correspondence	nn1
of	of	io
Boris	boris	np1
Pasternak	pasternak	np1
and	and	cc
Olga	olga	np1
Freidenberg	freidenberg	np1	
,	,	y
edited	edit	vvn
by	by	ii
Elliott	elliott	np1
Mossman	mossman	np1_nn1
<P>	<p>	null	
-	-	-
Going	go	vvg
to	to	ii
the	the	at
Dance	dance	nn1
,	,	y
Arlene	arlene	np1
Croce	croce	np1
<P>	<p>	null	
-	-	-
The	the	at
Killing	killing	nn1
of	of	io
Bonnie	bonnie	np1
Garland	garland	np1
,	,	y
Willard	willard	np1
Gaylin	gaylin	np1
<P>	<p>	null	
Love	love	vv0_nn1
,	,	y
Eleanor	eleanor	np1
,	,	y
Joseph	joseph	np1
P.	p.-a	np1
Lash	lash	np1_nn1
<P>	<p>	null	
Midnights	midnight	nnt2
,	,	y
Alec	alec	np1
Wilkinson	wilkinson	np1
<P>	<p>	null	
-	-	-
The	the	at
Red	red	jj
Smith	smith	np1_nn1%
Reader	reader	nn1
,	,	y
edited	edit	vvn
by	by	ii
Dave	dave	np1
Anderson	anderson	np1
