@@329668	##	fo
NOT	not	xx
AGAIN	again	rt
.	.	y
A	a	at1
whole	whole	jj
month	month	nnt1
has	have	vhz
passed	pass	vvn
without	without	iw
a	a	at1
sex	sex	nn1
scandal	scandal	nn1
on	on	ii
Capitol	capitol	np1
Hill	hill	np1
.	.	y
Fear	fear	vv0
not	not	xx
.	.	y
The	the	at
House	house	nn1
ethics	ethics	nn
committee	committee	nn1
is	be	vbz
looking	look	vvg
into	into	ii
complaints	complaint	nn2
from	from	ii
Congressmen	congressmen	nn2_np1
that	that	cst
some	some	dd
of	of	io
their	their	appge
colleagues	colleague	nn2
are	be	vbr
doing	do	vdg
more	more	dar_rrr
than	than	csn
lifting	lift	vvg_jj@_nn1
weights	weight	nn2
in	in	ii
the	the	at
members-only	members-only	jj
House	house	nn1
gym	gym	nn1
.	.	y
Along	along	ii21
with	with	ii22
a	a	at1
basketball	basketball	nn1
court	court	nn1
,	,	y
swimming	swim	nn1
pool	pool	nn1
,	,	y
putting	put	vvg
green	green	jj_nn1
and	and	cc
weight	weight	nn1
room	room	nn1
,	,	y
the	the	at
gym	gym	nn1
has	have	vhz
rooms	room	nn2
with	with	iw
beds	bed	nn2
where	where	rrq_cs
,	,	y
reportedly	reportedly	rr
,	,	y
Congressmen	congressmen	nn2_np1
have	have	vh0
entertained	entertain	vvn
male	male	jj_nn1
and	and	cc
female	female	jj_nn1
guests	guest	nn2
.	.	y
The	the	at
gym	gym	nn1
made	make	vvd_vvn
news	news	nn1
in	in	ii
1986	1986	mc
when	when	rrq
Texas	texas	np1
Congressman	congressman	nn1
Richard	richard	np1
Armey	armey	np1
was	be	vbdz
evicted	evict	vvn
after	after	ii_cs
members	member	nn2
discovered	discover	vvd
he	he	pphs1
had	have	vhd
been	be	vbn
living	live	vvg
in	in	ii_rp@
one	one	mc1
of	of	io
the	the	at
rooms	room	nn2
to	to	to
avoid	avoid	vvi
renting	rent	vvg
an	an	at1
apartment	apartment	nn1
.	.	y
