@@338751	##	fo
The	the	at
governments	government	nn2
of	of	io
Angola	angola	np1
,	,	y
Cuba	cuba	np1
and	and	cc
South	south	np1
Africa	africa	np1
agreed	agree	vvd
to	to	to
agree	agree	vvi
last	last	md
week	week	nnt1
.	.	y
If	if	cs
that	that	dd1
sounds	sound	vvz
like	like	ii
slow	slow	jj
progress	progress	nn1
,	,	y
it	it	pph1
is	be	vbz
more	more	dar_rrr
than	than	csn
anyone	anyone	pn1
expected	expect	vvd_vvn
when	when	rrq_cs
talks	talk	nn2
first	first	md
convened	convene	vvn_vvd
in	in	ii
May	may	npm1
.	.	y
<P>	<p>	null	
After	after	cs_ii
secret	secret	jj
meetings	meeting	nn2
mediated	mediate	vvd_vvn@
by	by	ii
Chester	chester	np1
Crocker	crocker	np1
,	,	y
U.S.	u.s.-	np1
Assistant	assistant	jj_nn1
Secretary	secretary	nn1
of	of	io
State	state	nn1
for	for	if
African	african	jj
Affairs	affair	nn2
,	,	y
on	on	ii
Governors	governor	np1
Island	island	nnl1
in	in	ii
New	new	np1
York	york	np1
harbor	harbor	nn1
,	,	y
the	the	at
three	three	mc
nations	nation	nn2
announced	announce	vvd_vvn
they	they	pphs2
had	have	vhd
signed	sign	vvn
a	a	at1
document	document	nn1
outlining	outline	vvg
the	the	at
"	"	"
principles	principle	nn2
"	"	"
under	under	ii
which	which	ddq
Cuban	cuban	jj_nn1@
and	and	cc
South	south	np1
African	african	jj
troops	troop	nn2
would	would	vm
be	be	vbi
withdrawn	withdraw	vvn
from	from	ii
Angola	angola	np1
and	and	cc
under	under	ii
which	which	ddq
the	the	at
territory	territory	nn1
of	of	io
Namibia	namibia	np1
,	,	y
which	which	ddq
South	south	np1
Africa	africa	np1
controls	control	vvz_nn2
in	in	ii31
defiance	defiance	ii32
of	of	ii33
United	united	jj
Nations	nation	nn2
resolutions	resolution	nn2
,	,	y
would	would	vm
gain	gain	vvi
its	its	appge
independence	independence	nn1
.	.	y
<P>	<p>	null	
Crocker	crocker	np1@_nn1
maintained	maintain	vvd
"	"	"
there	there	ex_rl
is	be	vbz
still	still	rr
a	a	at1
lot	lot	nn1
of	of	io
hard	hard	jj_rr
work	work	nn1_vv0
to	to	to
do	do	vdi
"	"	"
before	before	cs_ii
actual	actual	jj
timetables	timetable	nn2
for	for	if
these	these	dd2
events	event	nn2
are	be	vbr
set	set	vvn
.	.	y
But	but	ccb
the	the	at
South	south	np1
African	african	jj
delegate	delegate	nn1
,	,	y
Neil	neil	np1
van	van	np1
Heerden	heerden	np1	
,	,	y
said	say	vvd
he	he	pphs1
thought	think	vvd
"	"	"
momentum	momentum	nn1
has	have	vhz
been	be	vbn
established	establish	vvn
"	"	"
that	that	cst_dd1
will	will	vm
lead	lead	vvi
to	to	ii
a	a	at1
settlement	settlement	nn1
.	.	y
