@@332651	##	fo
Earthquakes	earthquake	nn2
are	be	vbr
so	so	rg_rr
common	common	jj
in	in	ii
California	california	np1
that	that	cst
many	many	da2
of	of	io
them	them	ppho2
are	be	vbr
hardly	hardly	rr
noticed	notice	vvn_vvd
.	.	y
But	but	ccb
this	this	dd1
month	month	nnt1
five	five	mc
sizable	sizable	jj
quakes	quake	nn2
in	in	ii
Southern	southern	jj
and	and	cc
Central	central	jj
California	california	np1
have	have	vh0
shaken	shake	vvn
residents	resident	nn2
,	,	y
demolished	demolish	vvd_vvn
mobile	mobile	jj_nn1
homes	home	nn2
and	and	cc
split	split	vv0_vvd_jj_nn1	
open	open	vv0_jj_rr@
at	at	rr21
least	least	rr22
one	one	mc1
road	road	nn1
,	,	y
creating	create	vvg
a	a	at1
whole	whole	jj
new	new	jj
canyon	canyon	nn1
while	while	cs
startled	startle	jj
vacationers	vacationer	nn2
watched	watch	vvd
.	.	y
Last	last	md
week	week	nnt1
's	's	ge
tremor	tremor	nn1
near	near	ii
Bishop	bishop	np1@_nn1
registered	register	vvd_vvn
6.1	6.1	mc
on	on	ii
the	the	at
Richter	richter	np1
scale	scale	nn1
,	,	y
a	a	at1
good	good	jj
rumble	rumble	nn1
,	,	y
and	and	cc
caused	cause	vvd_vvn
unusual	unusual	jj
concern	concern	nn1
because	because	cs
it	it	pph1
followed	follow	vvd
so	so	rg
closely	closely	rr
after	after	ii_cs
the	the	at
others	other	nn2
.	.	y
<P>	<p>	null	
Do	do	vd0
the	the	at
tremors	tremor	nn2
portend	portend	vvi
the	the	at
"	"	"
big	big	jj
one	one	pn1
"	"	"
that	that	cst
Californians	californian	nn2
have	have	vh0
feared	fear	vvn
for	for	if
decades	decade	nnt2
?	?	y
No	no	uh
,	,	y
say	say	vv0
experts	expert	nn2
.	.	y
Robert	robert	np1
Uhrhammer	uhrhammer	nn1_np1	
of	of	io
the	the	at
University	university	nn1
of	of	io
California	california	np1
seismographic	seismographic	jj
station	station	nn1
in	in	ii
Berkeley	berkeley	np1
called	call	vvd@
the	the	at
succession	succession	nn1
of	of	io
earthquakes	earthquake	nn2
"	"	"
pure	pure	jj
coincidence	coincidence	nn1
.	.	y
"	"	"
Said	say	vvd
he	he	pphs1
:	:	y
"	"	"
There	there	ex
is	be	vbz
no	no	at
evidence	evidence	nn1
that	that	cst_dd1
other	other	jj
earthquakes	earthquake	nn2
are	be	vbr
any	any	dd_rr%
more	more	dar_rgr
likely	likely	jj_rr@
now	now	rt
than	than	csn
at	at	ii
any	any	dd
other	other	jj
time	time	nnt1
.	.	y
"	"	"
