@@322516	##	fo
The	the	at
physicists	physicist	nn2
carried	carry	vvd_vvn
man	man	nn1
to	to	ii
the	the	at
brink	brink	nn1
of	of	io
the	the	at
pit	pit	nn1
but	but	ccb
then	then	rt
halted	halt	vvd_vvn
him	him	ppho1
and	and	cc
bade	bid	vvd
him	him	ppho1
look	look	vv0
down	down	rp
.	.	y
It	it	pph1
may	may	vm
be	be	vbi
that	that	dd1_cst
,	,	y
after	after	cs_ii
the	the	at
seeming	seeming	jj
inevitability	inevitability	nn1
of	of	io
two	two	mc
world	world	nn1
wars	war	nn2
,	,	y
the	the	at
creation	creation	nn1
of	of	io
nuclear	nuclear	jj
weapons	weapon	nn2
was	be	vbdz
an	an	at1
admonitory	admonitory	jj
gift	gift	nn1
,	,	y
which	which	ddq
spared	spare	vvd
us	us	ppio2
a	a	at1
third	third	md
clash	clash	nn1
of	of	io
great	great	jj
nations	nation	nn2
and	and	cc
introduced	introduce	vvd_vvn
the	the	at
longest	long	jjt
period	period	nn1
of	of	io
general	general	jj_nn1
peace	peace	nn1
,	,	y
albeit	albeit	cs
a	a	at1
peace	peace	nn1
of	of	io
terror	terror	nn1
,	,	y
since	since	cs
Victorian	victorian	jj
times	time	nnt2
.	.	y
But	but	ccb
physics	physics	nn1
seemed	seem	vvd
to	to	to
have	have	vhi
come	come	vvn
to	to	ii
the	the	at
end	end	nn1
of	of	io
its	its	appge
paramountcy	paramountcy	nn1	
during	during	ii
the	the	at
1960s	1960s	mc2
.	.	y
In	in	ii
any	any	dd
case	case	nn1
it	it	pph1
could	could	vm
not	not	xx
tell	tell	vvi
us	us	ppio2
what	what	ddq
we	we	ppis2
increasingly	increasingly	rr
demanded	demand	vvn_vvd
to	to	to
know	know	vvi
:	:	y
Why	why	rrq
had	have	vhd
the	the	at
20th	20th	md
century	century	nnt1
turned	turn	vvn_vvd
into	into	ii
an	an	at1
age	age	nn1
of	of	io
horror	horror	nn1
or	or	cc
,	,	y
as	as	csa
some	some	dd
would	would	vm
say	say	vvi
,	,	y
evil	evil	nn1_jj
?	?	y
The	the	at
social	social	jj
sciences	science	nn2
,	,	y
which	which	ddq
claimed	claim	vvd
such	such	da
questions	question	nn2
as	as	csa
their	their	appge
province	province	nn1
,	,	y
could	could	vm
not	not	xx
provide	provide	vvi
the	the	at
answer	answer	nn1
.	.	y
Nor	nor	cc
was	be	vbdz
this	this	dd1_rg%
surprising	surprising	jj
:	:	y
they	they	pphs2
were	be	vbdr
part	part	nn1_rr%
,	,	y
and	and	cc
a	a	at1
very	very	rg
important	important	jj
part	part	nn1
,	,	y
of	of	io
the	the	at
problem	problem	nn1
.	.	y
