@@334756	##	fo
For	for	if
an	an	at1
American	american	jj_nn1@
in	in	ii
Paris	paris	np1
or	or	cc
a	a	at1
Melanesian	melanesian	jj
microchip	microchip	nn1
maker	maker	nn1
in	in	ii
Minneapolis	minneapolis	np1
,	,	y
the	the	at
message	message	nn1
from	from	ii
the	the	at
Internal	internal	jj
Revenue	revenue	nn1
Service	service	nn1
is	be	vbz
the	the	at
same	same	da
:	:	y
pay	pay	vv0
up	up	rp
!	!	!
The	the	at
IRS	irs	nn1
announced	announce	vvd_vvn
a	a	at1
crackdown	crackdown	nn1
on	on	ii
American	american	jj
tax	tax	nn1
evaders	evader	nn2
living	live	vvg
abroad	abroad	rl
and	and	cc
foreign-owned	foreign-owned	jj_nn1
companies	company	nn2
that	that	cst
are	be	vbr
operating	operate	vvg
in	in	ii
the	the	at
U.S.	u.s.-	np1
The	the	at
Government	government	nn1
says	say	vvz
that	that	cst
it	it	pph1
loses	lose	vvz
$2.3	$2.3	nnu
billion	billion	m
a	a	at1
year	year	nnt1
because	because	cs
61%	61%	nnu
of	of	io
the	the	at
1.8	1.8	mc
million	million	m
Americans	american	nn2
living	live	vvg
abroad	abroad	rl
do	do	vd0
not	not	xx
file	file	vvi
returns	return	nn2
.	.	y
And	and	cc
an	an	at1
IRS	irs	nn1
survey	survey	nn1
of	of	io
12,000	12,000	mc
foreign-owned	foreign-owned	jj_nn1
U.S.	u.s.-	np1
corporations	corporation	nn2
showed	show	vvd
that	that	cst_dd1
up	up	rg21
to	to	rg22
80%	80%	nnu
pay	pay	vv0_nn1
little	little	jj_rr_da1
or	or	cc
no	no	at
tax	tax	nn1
.	.	y
<P>	<p>	null	
The	the	at
Government	government	nn1
will	will	vm
soon	soon	rr
have	have	vhi
some	some	dd
new	new	jj
weapons	weapon	nn2
to	to	to
use	use	vvi
against	against	ii
cross-border	cross-border	jj
tax	tax	nn1
cheating	cheat	vvg_nn1@
.	.	y
Starting	start	vvg_nn1
next	next	md
year	year	nnt1
,	,	y
the	the	at
State	state	nn1
Department	department	nn1
will	will	vm
give	give	vvi
the	the	at
IRS	irs	nn1
the	the	at
names	name	nn2
of	of	io
all	all	db
Americans	american	nn2
who	who	pnqs
apply	apply	vv0
for	for	if
or	or	cc
renew	renew	vv0
passports	passport	nn2
.	.	y
Meanwhile	meanwhile	rr
,	,	y
the	the	at
IRS	irs	nn1
will	will	vm
be	be	vbi
adding	add	vvg
25%	25%	nnu
more	more	dar
auditors	auditor	nn2
,	,	y
whose	whose	ddqge
primary	primary	jj_nn1
mission	mission	nn1
will	will	vm
be	be	vbi
to	to	to
examine	examine	vvi
the	the	at
returns	return	nn2
of	of	io
foreign-owned	foreign-owned	jj_nn1
businesses	business	nn2
.	.	y
