@@332652	##	fo
Last	last	md_np1@_vv0@
fall	fall	vv0_nn1
the	the	at
Equal	equal	jj
Employment	employment	nn1
Opportunity	opportunity	nn1
Commission	commission	nn1
abandoned	abandon	vvd_vvn
the	the	at
use	use	nn1
of	of	io
goals	goal	nn2
and	and	cc
timetables	timetable	nn2
to	to	to
remedy	remedy	vvi
discrimination	discrimination	nn1
in	in	ii
U.S.	u.s.-	np1
employment	employment	nn1
practices	practice	nn2
.	.	y
But	but	ccb
EEOC	eeoc	np1_nn1
Chairman	chairman	nn1
Clarence	clarence	np1
Thomas	thomas	np1
told	tell	vvd
Congress	congress	nn1
last	last	md
week	week	nnt1
that	that	cst
his	his	appge
agency	agency	nn1
will	will	vm
resume	resume	vvi
its	its	appge
use	use	nn1
of	of	io
these	these	dd2
antidiscrimination	antidiscrimination	nn1
tools	tool	nn2
.	.	y
The	the	at
reason	reason	nn1
:	:	y
the	the	at
Supreme	supreme	jj
Court	court	nn1
last	last	md
month	month	nnt1
reaffirmed	reaffirm	vvd_vvn
the	the	at
legality	legality	nn1
of	of	io
goals	goal	nn2
and	and	cc
timetables	timetable	nn2
in	in	ii
the	the	at
workplace	workplace	nn1
.	.	y
Said	say	vvd
Thomas	thomas	np1
:	:	y
"	"	"
That	that	dd1
's	be	vbz
the	the	at
law	law	nn1
of	of	io
the	the	at
land	land	nn1
,	,	y
whether	whether	csw
I	i	ppis1
like	like	vv0
it	it	pph1
or	or	cc
not	not	xx
.	.	y
"	"	"
Civil	civil	jj
rights	right	nn2
leaders	leader	nn2
,	,	y
however	however	rr
,	,	y
are	be	vbr
still	still	rr
wary	wary	jj
that	that	cst
the	the	at
EEOC	eeoc	nn1_np1
will	will	vm
let	let	vvi
employers	employer	nn2
drag	drag	vvi
their	their	appge
feet	foot	nn2
on	on	ii
meeting	meet	vvg_nn1
hiring	hire	nn1_vvg
goals	goal	nn2
.	.	y
Ralph	ralph	np1
Neas	neas	np1
,	,	y
executive	executive	nn1_jj@
director	director	nn1
of	of	io
the	the	at
Leadership	leadership	nn1
Conference	conference	nn1
on	on	ii
Civil	civil	jj
Rights	right	nn2
,	,	y
says	say	vvz
Congress	congress	nn1
must	must	vm
watch	watch	vvi
the	the	at
EEOC	eeoc	nn1_np1
to	to	to
be	be	vbi
sure	sure	jj_rr%
its	its	appge
enforcement	enforcement	nn1
activities	activity	nn2
are	be	vbr
"	"	"
real	real	jj
.	.	y
"	"	"
