@@336345	##	fo
Soviet	soviet	jj
Dissident	dissident	jj_nn1
Iosif	iosif	nn1	
Begun	begin	vvn
has	have	vhz
had	have	vhn
a	a	at1
tumultuous	tumultuous	jj
year	year	nnt1
.	.	y
Last	last	md
February	february	npm1
,	,	y
after	after	cs_ii
a	a	at1
series	series	nn
of	of	io
public	public	jj_nn1
protests	protest	nn2
,	,	y
the	the	at
Soviet	soviet	jj
Union	union	nn1
's	's	ge
best-known	best-known	jj
refusenik	refusenik	nn1
was	be	vbdz
abruptly	abruptly	rr
released	release	vvn
from	from	ii
labor	labor	nn1
camp	camp	nn1
after	after	ii
serving	serve	vvg
3	3	mc
1/2	1/2	mf
years	year	nnt2
on	on	ii
charges	charge	nn2
stemming	stem	vvg
from	from	ii
his	his	appge
activities	activity	nn2
as	as	ii_csa
a	a	at1
Hebrew	hebrew	jj_nn1
teacher	teacher	nn1
.	.	y
Last	last	md
week	week	nnt1
Begun	begin	vvn
,	,	y
55	55	mc
,	,	y
again	again	rt
got	get	vvd_vvn
some	some	dd
good	good	jj
news	news	nn1
.	.	y
Soviet	soviet	jj_nn1
authorities	authority	nn2
announced	announce	vvd_vvn
that	that	cst
they	they	pphs2
were	be	vbdr
approving	approve	vvg
his	his	appge
16-year-old	16-year-old	jj
request	request	nn1
to	to	to
emigrate	emigrate	vvi
to	to	ii
Israel	israel	np1
.	.	y
<P>	<p>	null	
Begun	begin	vvn
's	be	vbz
elderly	elderly	jj
mother	mother	nn1
and	and	cc
his	his	appge
wife	wife	nn1
Inna	inna	np1_nn1@	
will	will	vm
also	also	rr
be	be	vbi
allowed	allow	vvn
to	to	to
leave	leave	vvi
,	,	y
along	along	ii21
with	with	ii22
more	more	dar
than	than	csn
a	a	at1
dozen	dozen	m
other	other	jj
Soviet	soviet	jj
Jews	jew	nn2
who	who	pnqs
have	have	vh0
been	be	vbn
campaigning	campaign	vvg
for	for	if
exit	exit	nn1
permits	permit	vvz_nn2
for	for	if
years	year	nnt2
.	.	y
Moscow	moscow	np1
's	's	ge
move	move	nn1
is	be	vbz
evidently	evidently	rr
intended	intend	vvn_vvd
to	to	to
gain	gain	vvi
favor	favor	nn1_vv0
with	with	iw
the	the	at
West	west	nd1
in	in	ii
anticipation	anticipation	nn1
of	of	io
a	a	at1
summit	summit	nn1
this	this	dd1
fall	fall	nn1
between	between	ii
President	president	nnb
Reagan	reagan	np1
and	and	cc
Soviet	soviet	jj
Leader	leader	nn1
Mikhail	mikhail	np1
Gorbachev	gorbachev	np1
.	.	y
