@@328375	##	fo
Vito	vito	np1
Marzullo	marzullo	np1	
had	have	vhd
the	the	at
shock	shock	nn1
of	of	io
his	his	appge
life	life	nn1
last	last	md
week	week	nnt1
.	.	y
The	the	at
former	former	da
alderman	alderman	nn1
,	,	y
91	91	mc
,	,	y
awoke	awake	vvd
one	one	mc1
morning	morning	nnt1
to	to	to
find	find	vvi
his	his	appge
own	own	da
obituary	obituary	nn1
on	on	ii
the	the	at
front	front	jj_nn1
page	page	nn1
of	of	io
the	the	at
Chicago	chicago	np1
Tribune	tribune	nn1
.	.	y
There	there	ex
was	be	vbdz
consolation	consolation	nn1
in	in	ii
the	the	at
encomiums	encomium	nn2
by	by	ii
fellow	fellow	jj_nn1
pols	pol	nn2_vvz
,	,	y
who	who	pnqs
hailed	hail	vvd
Marzullo	marzullo	np1	
as	as	ii_csa
the	the	at
"	"	"
dean	dean	nn1
"	"	"
of	of	io
Windy	windy	jj
City	city	nn1
politics	politics	nn1
.	.	y
The	the	at
embarrassed	embarrassed	jj
Tribune	tribune	nn1
,	,	y
still	still	rr
renowned	renowned	jj
for	for	if
its	its	appge
DEWEY	dewey	np1
DEFEATS	defeat	nn2
TRUMAN	truman	np1
headline	headline	nn1_vv0
in	in	ii
1948	1948	mc
,	,	y
launched	launch	vvd_vvn
an	an	at1
investigation	investigation	nn1
of	of	io
the	the	at
gaffe	gaffe	nn1
.	.	y
It	it	pph1
turned	turn	vvd
out	out	rp
that	that	cst
Marzullo	marzullo	np1	
's	's	ge
brother-in-law	brother-in-law	nn1
,	,	y
who	who	pnqs
lived	live	vvd
in	in	ii
the	the	at
same	same	da
building	building	nn1
,	,	y
had	have	vhd
passed	pass	vvn
away	away	rl
.	.	y
