@@295844	##	fo
They	they	pphs2
considered	consider	vvd
Alan	alan	np1
Alda	alda	np1
,	,	y
Mary	mary	np1
Tyler	tyler	np1
Moore	moore	np1
and	and	cc
Warren	warren	np1
Beatty	beatty	np1
before	before	ii
deciding	decide	vvg
an	an	at1
actor	actor	nn1
was	be	vbdz
not	not	xx
quite	quite	rg
right	right	jj
for	for	if
the	the	at
role	role	nn1
.	.	y
Still	still	rr
in	in	ii31
search	search	ii32
of	of	ii33
a	a	at1
narrator	narrator	nn1
for	for	if
their	their	appge
film	film	nn1
responding	respond	vvg
to	to	ii
Reagan	reagan	np1
's	's	ge
speech	speech	nn1
,	,	y
the	the	at
Democrats	democrat	nn2
turned	turn	vvn_vvd
to	to	ii
Harry	harry	np1
McPherson	mcpherson	np1
.	.	y
Harry	harry	np1
who	who	pnqs
?	?	y
<P>	<p>	null	
"	"	"
He	he	pphs1
had	have	vhd
the	the	at
right	right	jj_nn1
voice	voice	nn1
.	.	y
The	the	at
right	right	jj_nn1
appearance	appearance	nn1
.	.	y
No	no	at_uh
baggage	baggage	nn1
.	.	y
And	and	cc
he	he	pphs1
told	tell	vvd
a	a	at1
good	good	jj
story	story	nn1
,	,	y
"	"	"
said	say	vvd
California	california	np1
Congressman	congressman	nn1
Tony	tony	np1
Coelho	coelho	np1
,	,	y
chairman	chairman	nn1
of	of	io
the	the	at
Democratic	democratic	jj
Congressional	congressional	jj
Campaign	campaign	nn1
Committee	committee	nn1
.	.	y
A	a	at1_zz1
prominent	prominent	jj
politician	politician	nn1
had	have	vhd
been	be	vbn
ruled	rule	vvn
out	out	rp
,	,	y
since	since	cs
one	one	pn1
could	could	vm
not	not	xx
be	be	vbi
chosen	choose	vvn
without	without	iw
offending	offend	jj_vvg
others	other	nn2
.	.	y
McPherson	mcpherson	np1
,	,	y
53	53	mc
,	,	y
who	who	pnqs
in	in	ii
the	the	at
1960s	1960s	mc2
held	hold	vvd
posts	post	nn2
in	in	ii
the	the	at
Department	department	nn1
of	of	io
State	state	nn1_np1@
and	and	cc
served	serve	vvd_vvn
as	as	rg@_csa_ii@
special	special	jj
counsel	counsel	nn1
to	to	ii
President	president	nnb
Johnson	johnson	np1
,	,	y
was	be	vbdz
an	an	at1
obscure	obscure	jj
but	but	ccb
credible	credible	jj
figure	figure	nn1
.	.	y
What	what	ddq
does	do	vdz
the	the	at
Texas-born	texas-born	jj_nn1
lawyer	lawyer	nn1
make	make	nn1%_vv0
of	of	io
his	his	appge
stardom	stardom	nn1
?	?	y
Shrugged	shrug	vvd
he	he	pphs1
:	:	y
"	"	"
A	a	at1@_zz1
friend	friend	nn1
told	tell	vvd
me	me	ppio1
that	that	cst_dd1
older	old	jjr
citizens	citizen	nn2
need	need	vv0
their	their	appge
own	own	da
sex	sex	nn1
symbols	symbol	nn2
.	.	y
"	"	"
