@@329669	##	fo
UNLIMITED	unlimited	jj
MILEAGE	mileage	nn1	
.	.	y
Drug	drug	nn1
terrorism	terrorism	nn1
has	have	vhz
increased	increase	vvn
the	the	at
cost	cost	nn1
of	of	io
getting	get	vvg
Attorney	attorney	nn1
General	general	nnb
Richard	richard	np1
Thornburgh	thornburgh	np1
around	around	rp
.	.	y
The	the	at
nation	nation	nn1
's	's	ge
top	top	jj_nn1
cop	cop	nn1
now	now	rt
rides	ride	vvz
in	in	ii_rp@
a	a	at1
$100,000	$100,000	nnu
armor-plated	armor-plated	jj_nn1
limo	limo	nn1
instead	instead	ii21
of	of	ii22
a	a	at1
Government-issue	government-issue	nn1_jj	
<P>	<p>	null	
Lincoln	lincoln	np1
and	and	cc
on	on	ii
an	an	at1
FBI	fbi	np1
jet	jet	nn1
rather	rather	ii21
than	than	ii22
first	first	md
class	class	nn1
on	on	ii
commercial	commercial	jj
airlines	airline	nn2
.	.	y
