@@334848	##	fo
Inch	inch	nnu1
by	by	ii
inch	inch	nnu1
,	,	y
the	the	at
half-submerged	half-submerged	jj_nn1
wreck	wreck	nn1
of	of	io
the	the	at
Herald	herald	nn1
of	of	io
Free	free	jj
Enterprise	enterprise	nn1
rose	rise	vvd_nn1
out	out	ii21
of	of	ii22
the	the	at
icy	icy	jj
gray-green	gray-green	nn1_jj
North	north	np1
Sea	sea	nnl1
off	off	ii
Zeebrugge	zeebrugge	np1
,	,	y
Belgium	belgium	np1
.	.	y
It	it	pph1
had	have	vhd
taken	take	vvn
less	less	rrr_dar
than	than	csn
a	a	at1
minute	minute	nnt1
for	for	if
the	the	at
ferry	ferry	nn1
to	to	to
keel	keel	vvi
over	over	rp
and	and	cc
partly	partly	rr
sink	sink	vvi
on	on	ii
March	march	npm1
6	6	mc
,	,	y
trapping	trap	vvg_nn1
passengers	passenger	nn2
and	and	cc
crew	crew	nn1
inside	inside	rl
.	.	y
Last	last	md
week	week	nnt1
it	it	pph1
took	take	vvd
8	8	mc
1/2	1/2	mf
hours	hour	nnt2
for	for	if
nearly	nearly	rr
100	100	mc
salvage	salvage	nn1_vv0
workers	worker	nn2
using	use	vvg
powerful	powerful	jj
machinery	machinery	nn1
to	to	ii_to
right	right	rr_nn1
the	the	at
ship	ship	nn1
.	.	y
<P>	<p>	null	
Inside	inside	rl
,	,	y
divers	diver	nn2
found	find	vvd_vvn
that	that	cst
the	the	at
original	original	jj
death	death	nn1
toll	toll	nn1
of	of	io
134	134	mc
was	be	vbdz
sadly	sadly	rr
understated	understate	vvn_vvd
.	.	y
Crews	crew	nn2
discovered	discover	vvd
more	more	dar
than	than	csn
110	110	mc
bodies	body	nn2
in	in	ii31
addition	addition	ii32
to	to	ii33
the	the	at
61	61	mc
recovered	recover	vvd_vvn
on	on	ii
the	the	at
night	night	nnt1
of	of	io
the	the	at
disaster	disaster	nn1
,	,	y
and	and	cc
authorities	authority	nn2
said	say	vvd
the	the	at
final	final	jj_nn1
total	total	nn1
could	could	vm
approach	approach	vvi
200	200	mc
.	.	y
Divers	diver	nn2
found	find	vvd_vvn
one	one	mc1
young	young	jj
couple	couple	nn1
locked	lock	vvn_vvd
in	in	ii_rp@
a	a	at1
final	final	jj
embrace	embrace	nn1
,	,	y
and	and	cc
the	the	at
body	body	nn1
of	of	io
a	a	at1
child	child	nn1
of	of	io
about	about	rg
eleven	eleven	mc
still	still	rr
clutching	clutch	vvg
her	her	appge
doll	doll	nn1
.	.	y
