@@338051	##	fo
How	how	rrq_rgq@
great	great	jj
is	be	vbz
the	the	at
risk	risk	nn1
of	of	io
the	the	at
AIDS	aids	nn1
virus	virus	nn1
being	be	vbg
transmitted	transmit	vvn
between	between	ii
male	male	nn1_jj
and	and	cc
female	female	jj_nn1
sex	sex	nn1
partners	partner	nn2
?	?	y
Americans	american	nn2
have	have	vh0
been	be	vbn
told	tell	vvn
both	both	rr
not	not	xx
to	to	to
worry	worry	vvi
and	and	cc
,	,	y
in	in	ii
a	a	at1
sensationalized	sensationalized	jj@
book	book	nn1
by	by	ii
Sexologists	sexologist	np1_nn2	
Dr.	dr.-i	nnb
William	william	np1
Masters	master	nn2
and	and	cc
Virginia	virginia	np1
Johnson	johnson	np1
,	,	y
that	that	dd1
AIDS	aids	nn1
is	be	vbz
"	"	"
running	run	vvg_jj
rampant	rampant	jj
"	"	"
among	among	ii
heterosexuals	heterosexual	nn2
.	.	y
Now	now	rt
Dr.	dr.-i	nnb
Norman	norman	np1
Hearst	hearst	np1
and	and	cc
Dr.	dr.-i	nnb
Stephen	stephen	np1
Hulley	hulley	nn1_np1	
of	of	io
the	the	at
University	university	nn1
of	of	io
California	california	np1
at	at	ii
San	san	np1
Francisco	francisco	np1
have	have	vh0
calculated	calculate	vvn
the	the	at
odds	odds	nn2
of	of	io
heterosexual	heterosexual	jj
transmission	transmission	nn1
.	.	y
Last	last	md
week	week	nnt1
in	in	ii
the	the	at
Journal	journal	nn1
of	of	io
the	the	at
American	american	jj
Medical	medical	jj
Association	association	nn1
they	they	pphs2
reported	report	vvd
that	that	cst
the	the	at
chance	chance	nn1
of	of	io
getting	get	vvg
AIDS	aids	nn1
ranges	range	vvz_nn2
from	from	ii
1	1	mc1
in	in	ii
500	500	mc
for	for	if
a	a	at1
single	single	jj
act	act	nn1
of	of	io
intercourse	intercourse	nn1
with	with	iw
an	an	at1
infected	infected	jj
partner	partner	nn1
when	when	cs_rrq
no	no	at
condom	condom	nn1
is	be	vbz
used	use	vvn
to	to	ii
1	1	mc1
in	in	ii
5	5	mc
billion	billion	m
if	if	cs
a	a	at1
condom	condom	nn1
is	be	vbz
used	use	vvn
with	with	iw
a	a	at1
partner	partner	nn1
who	who	pnqs
has	have	vhz
tested	test	vvn
negative	negative	jj_nn1@
for	for	if
AIDS	aids	nn1
antibodies	antibody	nn2
.	.	y
Their	their	appge
suggestion	suggestion	nn1
for	for	if
lowering	lower	vvg
the	the	at
odds	odds	nn2
:	:	y
know	know	vv0
your	your	appge
partner	partner	nn1
well	well	rr
.	.	y
