@@334157	##	fo
It	it	pph1
all	all	db_rr@
began	begin	vvd
five	five	mc
years	year	nnt2
ago	ago	ra
,	,	y
when	when	cs_rrq
Senators	senator	nn2
Gary	gary	np1
Hart	hart	np1
and	and	cc
William	william	np1
Cohen	cohen	np1
sat	sit	vvd
down	down	rp
over	over	ii
a	a	at1
cup	cup	nn1
of	of	io
coffee	coffee	nn1
.	.	y
Spookily	spookily	rr	
enough	enough	rr
,	,	y
it	it	pph1
turned	turn	vvd
out	out	rp
that	that	cst
the	the	at
Colorado	colorado	np1
Democrat	democrat	nn1
and	and	cc
the	the	at
Maine	maine	np1
Republican	republican	nn1
had	have	vhd
each	each	dd1
hankered	hanker	vvn
to	to	to
write	write	vvi
a	a	at1
spy	spy	nn1
novel	novel	nn1
.	.	y
Both	both	db2
are	be	vbr
experienced	experience	jj_vvn
authors	author	nn2
(	(	y
Hart	hart	np1
,	,	y
48	48	mc
,	,	y
has	have	vhz
written	write	vvn
two	two	mc
books	book	nn2
about	about	ii
politics	politics	nn1
;	;	y
Cohen	cohen	np1
,	,	y
44	44	mc
,	,	y
has	have	vhz
two	two	mc
volumes	volume	nn2
of	of	io
nonfiction	nonfiction	nn1
and	and	cc
one	one	mc1
of	of	io
poetry	poetry	nn1
)	)	y
,	,	y
and	and	cc
they	they	pphs2
stuck	stick	vvd
to	to	ii
an	an	at1
outline	outline	nn1
jotted	jot	vvd
down	down	rp
on	on	ii
the	the	at
back	back	nn1
of	of	io
an	an	at1
envelope	envelope	nn1
at	at	ii
the	the	at
outset	outset	nn1
.	.	y
The	the	at
result	result	nn1
,	,	y
to	to	to
be	be	vbi
published	publish	vvn
in	in	ii
May	may	npm1
,	,	y
is	be	vbz
The	the	at
Double	double	jj
Man	man	nn1
,	,	y
a	a	at1
Washington	washington	np1
potboiler	potboiler	nn1
about	about	ii
a	a	at1
U.S.	u.s.-	np1
Senator	senator	nn1
on	on	ii
a	a	at1
trail	trail	nn1
of	of	io
international	international	jj
intrigue	intrigue	nn1
.	.	y
"	"	"
It	it	pph1
was	be	vbdz
a	a	at1
novel	novel	jj_nn1
approach	approach	nn1
to	to	ii
bipartisanship	bipartisanship	nn1
,	,	y
"	"	"
cracks	crack	nn2
Cohen	cohen	np1
.	.	y
If	if	cs
only	only	rr
the	the	at
Government	government	nn1
ran	run	vvd
so	so	rg
smoothly	smoothly	rr
.	.	y
