@@335857	##	fo
The	the	at
U.S.	u.s.-	np1
's	's	ge
refusal	refusal	nn1
to	to	to
abandon	abandon	vvi
the	the	at
English	english	jj_nn1
system	system	nn1
of	of	io
measurement	measurement	nn1
in	in	ii31
favor	favor	ii32
of	of	ii33
the	the	at
metric	metric	jj
system	system	nn1
is	be	vbz
shortsighted	shortsighted	jj
.	.	y
Our	our	appge
stubbornly	stubbornly	rr
clinging	cling	vvg_jj
to	to	ii
feet	foot	nn2
and	and	cc
pounds	pound	nn2
has	have	vhz
a	a	at1
negative	negative	jj
effect	effect	nn1
on	on	ii
everything	everything	pn1
from	from	ii
tourism	tourism	nn1
to	to	ii
machine-tool	machine-tool	nn1
exports	export	nn2_vvz
.	.	y
Britain	britain	np1
,	,	y
Canada	canada	np1
and	and	cc
Australia	australia	np1
have	have	vh0
changed	change	vvn
successfully	successfully	rr
.	.	y
Are	be	vbr
Americans	american	nn2
any	any	dd_rr%
less	less	dar_rgr
intelligent	intelligent	jj
or	or	cc
adaptable	adaptable	jj
?	?	y
<P>	<p>	null	
Jeffrey	jeffrey	np1
J.	j.-a	np1
Karpinski	karpinski	np1_nn1	
<P>	<p>	null	
King	king	nn1
of	of	io
Prussia	prussia	np1
,	,	y
Pa	pa	np1
.	.	y
<P>	<p>	null	
As	as	ii_csa
a	a	at1
14-year-old	14-year-old	jj_nn1@
,	,	y
I	i	ppis1
think	think	vv0
it	it	pph1
is	be	vbz
very	very	rg
important	important	jj
that	that	cst
we	we	ppis2
change	change	vv0
to	to	ii
metric	metric	jj
,	,	y
especially	especially	rr
if	if	cs
the	the	at
U.S.	u.s.-	np1
is	be	vbz
to	to	to
compete	compete	vvi
with	with	iw
the	the	at
rest	rest	nn1
of	of	io
the	the	at
world	world	nn1
.	.	y
Americans	american	nn2
should	should	vm
give	give	vvi
metric	metric	jj
a	a	at1
chance	chance	nn1
.	.	y
They	they	pphs2
would	would	vm
find	find	vvi
measuring	measure	vvg
in	in	ii
kilometers	kilometer	nnu2
and	and	cc
liters	liter	nn2
much	much	rr
easier	easy	rrr_jjr
than	than	csn
calculating	calculate	vvg
in	in	ii
miles	mile	nnu2
and	and	cc
quarts	quart	nnu2
.	.	y
<P>	<p>	null	
William	william	np1
Buchanan	buchanan	np1
<P>	<p>	null	
Lebanon	lebanon	np1
,	,	y
Ind	ind	nn1
.	.	y
