@@327465	##	fo
By	by	rt21
now	now	rt22
bikini	bikini	nn1
is	be	vbz
a	a	at1
generic	generic	jj
term	term	nn1
,	,	y
but	but	ccb
the	the	at
original	original	jj
article	article	nn1
has	have	vhz
been	be	vbn
custom-made	custom-made	jj_nn1
in	in	ii
Paris	paris	np1
ever	ever	rr
since	since	cs_ii@
designer	designer	nn1
Louis	louis	np1
Reard	reard	np1	
introduced	introduce	vvd
his	his	appge
bombshell	bombshell	nn1
of	of	io
a	a	at1
swimsuit	swimsuit	nn1
in	in	ii
June	june	npm1
1946	1946	mc
.	.	y
Alas	alas	uh
,	,	y
last	last	md
week	week	nnt1
the	the	at
Reard	reard	np1_nn1@	
boutique	boutique	nn1
closed	close	vvd
its	its	appge
doors	door	nn2
.	.	y
Reason	reason	nn1_vv0@
:	:	y
the	the	at
sportswear	sportswear	nn1
company	company	nn1
that	that	cst_dd1
now	now	rt
owns	own	vvz
the	the	at
swimwear	swimwear	nn1
line	line	nn1
plans	plan	vvz_nn2
to	to	to
sell	sell	vvi
off	off	ii_rp
the	the	at
rights	right	nn2
to	to	ii
it	it	pph1
for	for	if
a	a	at1
seductive	seductive	jj
sum	sum	nn1
.	.	y
Anyone	anyone	pn1
for	for	if
a	a	at1
plunge	plunge	nn1
?	?	y
