@@335541	##	fo
Almost	almost	rr
every	every	at1
airline	airline	nn1
passenger	passenger	nn1
has	have	vhz
had	have	vhn
the	the	at
annoying	annoying	jj
experience	experience	nn1
of	of	io
having	have	vhg
keys	key	nn2
,	,	y
a	a	at1
belt	belt	nn1
buckle	buckle	nn1
or	or	cc
some	some	dd
other	other	jj
bit	bit	nn1
of	of	io
metal	metal	nn1
set	set	vvd_vvn_vv0
a	a	at1
detection	detection	nn1
device	device	nn1
buzzing	buzz	vvg_jj
.	.	y
But	but	ccb
how	how	rgq@_rrq
well	well	rr
do	do	vd0
airport	airport	nn1
guards	guard	nn2_vvz@
spot	spot	vv0@_nn1
passengers	passenger	nn2
actually	actually	rr
carrying	carry	vvg
guns	gun	nn2
?	?	y
To	to	to
find	find	vvi
out	out	rp
,	,	y
the	the	at
Federal	federal	jj
Aviation	aviation	nn1
Administration	administration	nn1
conducted	conduct	vvd_vvn
a	a	at1
four-month	four-month	jj_nnt1
test	test	nn1_vv0
late	late	rr_jj
last	last	md
year	year	nnt1
in	in	ii
which	which	ddq
agents	agent	nn2
,	,	y
each	each	dd1
packing	pack	vvg_nn1
an	an	at1
inoperative	inoperative	jj
pistol	pistol	nn1
in	in	ii
carry-on	carry-on	nn1_jj@
luggage	luggage	nn1
or	or	cc
clothing	clothing	nn1
,	,	y
tried	try	vvd
to	to	to
sneak	sneak	vvi
the	the	at
weapons	weapon	nn2
through	through	ii
airport	airport	nn1
gates	gates	nn2
around	around	ii
the	the	at
country	country	nn1
.	.	y
<P>	<p>	null	
The	the	at
result	result	nn1
,	,	y
disclosed	disclose	vvn_vvd@
last	last	md
week	week	nnt1
:	:	y
the	the	at
weapons	weapon	nn2
passed	pass	vvn_vvd
through	through	ii_rp@
20%	20%	nnu
of	of	io
the	the	at
time	time	nnt1
on	on	ii
average	average	nn1_jj
.	.	y
At	at	ii
Sky	sky	nn1
Harbor	harbor	nn1_vv0@
International	international	jj
Airport	airport	nn1
in	in	ii
Phoenix	phoenix	np1
,	,	y
two-thirds	two-thirds	mf
of	of	io
the	the	at
concealed	conceal	jj
armaments	armament	nn2
escaped	escape	vvd_vvn
detection	detection	nn1
.	.	y
The	the	at
FAA	faa	np1_nn1
blamed	blame	vvd
the	the	at
failures	failure	nn2
not	not	xx
on	on	ii
faulty	faulty	jj
metal	metal	nn1
detectors	detector	nn2
or	or	cc
luggage	luggage	nn1
X	x	zz1_mc@
rays	ray	nn2
but	but	ccb
on	on	ii
guards	guard	nn2
who	who	pnqs
failed	fail	vvd
to	to	to
pay	pay	vvi
attention	attention	nn1
.	.	y
