@@334847	##	fo
Publishers	publisher	nn2
from	from	ii
Hearst	hearst	np1
to	to	ii
Hefner	hefner	np1
have	have	vh0
used	use	vvn
the	the	at
maxim	maxim	nn1
"	"	"
Sex	sex	nn1
sells	sell	vvz
"	"	"
to	to	ii_to
highly	highly	rr
profitable	profitable	jj
advantage	advantage	nn1
.	.	y
Businessmen	businessman	nn2
in	in	ii
southern	southern	jj
China	china	np1_nn1@
were	be	vbdr
following	follow	vvg
that	that	dd1_cst
capitalist	capitalist	jj_nn1
road	road	nn1
until	until	cs_ii@
last	last	md
week	week	nnt1
,	,	y
when	when	cs_rrq
Communist	communist	jj
Party	party	nn1
officials	official	nn2
in	in	ii
Guangxi	guangxi	jj_np1_nn1
province	province	nn1
shut	shut	vvd_vvn_vv0
down	down	rp_ii@
39	39	mc
popular	popular	jj
magazines	magazine	nn2
and	and	cc
journals	journal	nn2
.	.	y
It	it	pph1
was	be	vbdz
the	the	at
biggest	big	jjt
press	press	nn1
crackdown	crackdown	nn1
since	since	cs_ii@
the	the	at
campaign	campaign	nn1
against	against	ii
"	"	"
bourgeois	bourgeois	jj
liberalism	liberalism	nn1
"	"	"
was	be	vbdz
launched	launch	vvn
four	four	mc
months	month	nnt2
ago	ago	ra
.	.	y
<P>	<p>	null	
Most	most	dat
of	of	io
the	the	at
widely	widely	rr
read	read	vv0_vvn_vvd
magazines	magazine	nn2
focused	focus	vvn_vvd
on	on	ii
sex	sex	nn1
,	,	y
adventure	adventure	nn1
or	or	cc
kung	kung	nn121
fu	fu	nn122
.	.	y
Some	some	dd
claimed	claim	vvd
to	to	to
be	be	vbi
serious	serious	jj
literary	literary	jj
or	or	cc
art	art	nn1
journals	journal	nn2
,	,	y
including	including	ii_vvg@
a	a	at1
scholarly	scholarly	jj
legal	legal	jj
review	review	nn1
that	that	cst
carried	carry	vvd
articles	article	nn2
like	like	ii_vv0@
"	"	"
Why	why	rrq
the	the	at
Breast	breast	nn1
of	of	io
a	a	at1
Woman	woman	nn1
Was	be	vbdz
Tattooed	tattooed	jj
.	.	y
"	"	"
While	while	cs
some	some	dd
Chinese	chinese	jj
writers	writer	nn2
agree	agree	vv0
that	that	cst
the	the	at
more	more	rgr
vulgar	vulgar	jj
periodicals	periodical	nn2
should	should	vm
be	be	vbi
weeded	weed	vvn@
out	out	rp
,	,	y
they	they	pphs2
are	be	vbr
concerned	concerned	jj
that	that	cst
the	the	at
crackdown	crackdown	nn1
may	may	vm
herald	herald	nn1
tougher	tough	jjr
censorship	censorship	nn1
.	.	y
