@@334851	##	fo
The	the	at
worst	bad	jjt
enemy	enemy	nn1
facing	face	vvg
South	south	nd1
Korea	korea	np1
's	's	ge
squabbling	squabble	jj@_nn1@_vvg
opposition	opposition	nn1
,	,	y
the	the	at
New	new	jj
Korea	korea	np1
Democratic	democratic	jj
Party	party	nn1
,	,	y
is	be	vbz
often	often	rr
itself	itself	ppx1
.	.	y
Last	last	md
week	week	nnt1
the	the	at
party	party	nn1
's	's	ge_vbz
two	two	mc
best-known	best-known	jj
leaders	leader	nn2
,	,	y
Kim	kim	np1
Dae	dae	np1@
Jung	jung	np1_vvd
and	and	cc
Kim	kim	np1
Young	young	np1
Sam	sam	np1
,	,	y
broke	break	vvd
away	away	rl
and	and	cc
formed	form	vvd_vvn
a	a	at1
new	new	jj
group	group	nn1
,	,	y
the	the	at
United	united	jj
Democratic	democratic	jj
Party	party	nn1
,	,	y
to	to	to
protest	protest	vvi
the	the	at
views	view	nn2
of	of	io
New	new	jj
Korea	korea	np1
Party	party	nn1
President	president	nnb
Lee	lee	np1
Min	min	nnu
Woo	woo	vv0
.	.	y
<P>	<p>	null	
The	the	at
two	two	mc
Kims	kim	np2
and	and	cc
Lee	lee	np1
split	split	vvd
over	over	ii_rp
election	election	nn1
procedures	procedure	nn2
for	for	if
selecting	select	vvg
a	a	at1
successor	successor	nn1
to	to	ii
Strongman	strongman	nn1
President	president	nn1
Chun	chun	nnu
Doo	doo	fu
Hwan	hwan	nn1_jj_np1
,	,	y
who	who	pnqs
has	have	vhz
said	say	vvn
he	he	pphs1
will	will	vm
step	step	vvi
down	down	rp
in	in	ii
ten	ten	mc
months	month	nnt2
.	.	y
The	the	at
Kims	kim	np2
prefer	prefer	vv0
an	an	at1
American-style	american-style	jj
presidential	presidential	jj
election	election	nn1
and	and	cc
accuse	accuse	vv0
Lee	lee	np1_nn1%
of	of	io
being	be	vbg
sympathetic	sympathetic	jj
to	to	ii
the	the	at
government	government	nn1
's	's	ge
proposal	proposal	nn1
for	for	if
an	an	at1
indirect	indirect	jj
parliamentary	parliamentary	jj
vote	vote	nn1
,	,	y
which	which	ddq
could	could	vm
favor	favor	vvi
a	a	at1
candidate	candidate	nn1
from	from	ii
Chun	chun	nnu
's	be	vbz
ruling	ruling	jj
Democratic	democratic	jj
Justice	justice	nn1
Party	party	nn1
.	.	y
Yet	yet	rr
the	the	at
real	real	jj
winner	winner	nn1
of	of	io
the	the	at
squabble	squabble	nn1
will	will	vm
be	be	vbi
Chun	chun	nnu
,	,	y
who	who	pnqs
once	once	rr21
again	again	rr22
will	will	vm
be	be	vbi
dealing	deal	vvg
with	with	iw
feuding	feud	vvg_jj@
factions	faction	nn2
.	.	y
