@@332249	##	fo
It	it	pph1
has	have	vhz
been	be	vbn
almost	almost	rr
eight	eight	mc
years	year	nnt2
since	since	cs_ii@
Eden	eden	np1
Pastora	pastora	np1
Gomez	gomez	np1
,	,	y
the	the	at
Sandinistas	sandinista	nn2
'	'	ge
legendary	legendary	jj
"	"	"
Commander	commander	nnb
Zero	zero	m
,	,	y
"	"	"
stormed	storm	vvd
Managua	managua	np1
's	's	ge
National	national	jj
Palace	palace	nn1
,	,	y
paving	pave	vvg
the	the	at
way	way	nn1
for	for	if
Dictator	dictator	nn1
Anastasio	anastasio	np1
Somoza	somoza	np1
Debayle	debayle	np1	
's	's	ge
flight	flight	nn1
into	into	ii
exile	exile	nn1
.	.	y
Soon	soon	rr
feeling	feel	vvg
%	%	nnu
powerless	powerless	jj
in	in	ii
a	a	at1
government	government	nn1
that	that	cst
he	he	pphs1
charged	charge	vvd
was	be	vbdz
run	run	vvn
by	by	ii
Communists	communist	nn2
,	,	y
Pastora	pastora	np1
helped	help	vvd
form	form	vvi
the	the	at
Democratic	democratic	jj
Revolutionary	revolutionary	jj
Alliance	alliance	nn1
(	(	y
ARDE	arde	np1	
)	)	y
and	and	cc
began	begin	vvd
receiving	receive	vvg
covert	covert	jj
U.S.	u.s.-	np1
aid	aid	nn1_vv0@
to	to	to
fight	fight	vvi
the	the	at
Sandinistas	sandinista	nn2
.	.	y
But	but	ccb
the	the	at
funds	fund	nn2
were	be	vbdr
cut	cut	vvn
off	off	rp_ii
when	when	cs_rrq
Pastora	pastora	np1
refused	refuse	vvd
to	to	to
cooperate	cooperate	vvi
with	with	iw
other	other	jj
rebel	rebel	nn1
forces	force	nn2
.	.	y
<P>	<p>	null	
Now	now	rt
,	,	y
it	it	pph1
appears	appear	vvz
,	,	y
Pastora	pastora	np1
is	be	vbz
washed	wash	vvn
up	up	rp
.	.	y
On	on	ii
May	may	npm1
9	9	mc
,	,	y
six	six	mc
of	of	io
his	his	appge
top	top	jj_nn1
commanders	commander	nn2
signed	sign	vvd_vvn
on	on	rp@
with	with	iw
the	the	at
United	united	jj
Nicaraguan	nicaraguan	jj
Opposition	opposition	nn1
,	,	y
the	the	at
U.S.-backed	u.s.-backed	jj_nn1
contra	contra	nn1
force	force	nn1
,	,	y
taking	take	vvg
with	with	iw
them	them	ppho2
most	most	dat
of	of	io
ARDE	arde	np1_nn1	
's	's	ge
troops	troop	nn2
.	.	y
At	at	ii
week	week	nnt1
's	's	ge
end	end	nn1
Pastora	pastora	np1_nn1@
said	say	vvd
that	that	cst
he	he	pphs1
is	be	vbz
abandoning	abandon	vvg
the	the	at
contra	contra	nn1
struggle	struggle	nn1
and	and	cc
will	will	vm
seek	seek	vvi
political	political	jj
asylum	asylum	nn1
in	in	ii
Costa	costa	np1
Rica	rica	np1
.	.	y
