@@334152	##	fo
Newton	newton	np1_nnu1%
Minow	minow	np1_nn1	
,	,	y
59	59	mc
,	,	y
attorney	attorney	nn1
and	and	cc
former	former	da
FCC	fcc	np1
chairman	chairman	nn1
,	,	y
on	on	ii
his	his	appge
study	study	nn1
of	of	io
the	the	at
legal	legal	jj
systems	system	nn2
of	of	io
four	four	mc
European	european	jj
countries	country	nn2
:	:	y
"	"	"
In	in	ii
Germany	germany	np1
,	,	y
under	under	ii
the	the	at
law	law	nn1
everything	everything	pn1
is	be	vbz
prohibited	prohibit	vvn_jj
except	except	cs21
that	that	cs22
which	which	ddq
is	be	vbz
permitted	permit	vvn
.	.	y
In	in	ii
France	france	np1
,	,	y
under	under	ii
the	the	at
law	law	nn1
everything	everything	pn1
is	be	vbz
permitted	permit	vvn
except	except	cs21
that	that	cs22
which	which	ddq
is	be	vbz
prohibited	prohibit	vvn_jj
.	.	y
In	in	ii
the	the	at
Soviet	soviet	jj
Union	union	nn1
,	,	y
everything	everything	pn1
is	be	vbz
prohibited	prohibit	vvn_jj
,	,	y
including	including	ii_vvg@
that	that	dd1
which	which	ddq
is	be	vbz
permitted	permit	vvn
.	.	y
And	and	cc
in	in	ii
Italy	italy	np1
,	,	y
under	under	ii
the	the	at
law	law	nn1
everything	everything	pn1
is	be	vbz
permitted	permit	vvn
,	,	y
especially	especially	rr
that	that	dd1
which	which	ddq
is	be	vbz
prohibited	prohibit	vvn_jj
.	.	y
"	"	"
