@@329770	##	fo
Program	program	nn1
trading	trade	nn1
is	be	vbz
the	the	at
habit	habit	nn1
that	that	cst
Wall	wall	np1
Street	street	nnl1
loves	love	vvz_nn2
to	to	to
kick	kick	vvi
 -- 	--	zz
temporarily	temporarily	rr
.	.	y
Faced	face	vvn_vvd
with	with	iw
angry	angry	jj
investors	investor	nn2
and	and	cc
the	the	at
threat	threat	nn1
of	of	io
a	a	at1
congressional	congressional	jj
crackdown	crackdown	nn1
,	,	y
the	the	at
New	new	np1
York	york	np1
Stock	stock	nn1
Exchange	exchange	nn1
last	last	md
week	week	nnt1
put	put	vvd_vv0_vvn
new	new	jj
limits	limit	nn2
on	on	ii
such	such	da
computerized	computerized	jj
trading	trade	nn1
.	.	y
Critics	critic	nn2
blame	blame	vv0
this	this	dd1
practice	practice	nn1
,	,	y
in	in	ii
which	which	ddq
speculators	speculator	nn2
simultaneously	simultaneously	rr
buy	buy	vv0
and	and	cc
sell	sell	vv0
blocks	block	nn2
of	of	io
securities	security	nn2
,	,	y
for	for	if
recent	recent	jj
stock-market	stock-market	nn1
gyrations	gyration	nn2
.	.	y
Among	among	ii
the	the	at
Big	big	jj
Board	board	nn1
's	's	ge
reforms	reform	nn2
:	:	y
a	a	at1
15-minute	15-minute	jj
halt	halt	nn1
in	in	ii
program	program	nn1
trading	trade	nn1_vvg
when	when	cs_rrq
the	the	at
Dow	dow	np1
Jones	jones	np1
average	average	nn1_jj
drops	drop	vvz_nn2
30	30	mc
points	point	nn2
,	,	y
and	and	cc
a	a	at1
30-minute	30-minute	jj
delay	delay	nn1
when	when	cs_rrq
the	the	at
index	index	nn1
falls	fall	vvz_nn2
75	75	mc
points	point	nn2
.	.	y
<P>	<p>	null	
The	the	at
exchange	exchange	nn1
unveiled	unveil	vvd
its	its	appge
policy	policy	nn1
after	after	cs_ii
most	most	dat
major	major	jj
Wall	wall	np1
Street	street	nnl1
firms	firm	nn2
had	have	vhd
backed	back	vvn
away	away	ii21_rl
from	from	ii22_ii
program	program	nn1
trading	trade	nn1_vvg
.	.	y
But	but	ccb
skeptics	skeptic	nn2
noted	note	vvd_vvn
that	that	cst
brokerages	brokerage	nn2_vvz
had	have	vhd
scrapped	scrap	vvn
program	program	nn1
trading	trade	nn1_vvg
following	follow	vvg_ii@
the	the	at
1987	1987	mc
crash	crash	nn1_vv0
,	,	y
then	then	rt
resumed	resume	vvd_vvn
the	the	at
lucrative	lucrative	jj
practice	practice	nn1
as	as	cs31
soon	soon	cs32
as	as	cs33
the	the	at
market	market	nn1
became	become	vvd
less	less	rgr_dar
volatile	volatile	jj
.	.	y
