@@335955	##	fo
DIED	die	vvd_vvn@
.	.	y
Joseph	joseph	np1
E.	e.	np1
Levine	levine	np1
,	,	y
81	81	mc
,	,	y
flamboyant	flamboyant	jj_nn1
movie	movie	nn1
mogul	mogul	nn1
(	(	y
The	the	at
Graduate	graduate	nn1
,	,	y
The	the	at
Producers	producer	nn2
,	,	y
Carnal	carnal	jj
Knowledge	knowledge	nn1
)	)	y
;	;	y
in	in	ii
Greenwich	greenwich	np1
,	,	y
Conn	conn	np1
.	.	y
Levine	levine	np1@_nn1
got	get	vvd
his	his	appge
start	start	nn1
in	in	ii
the	the	at
1950s	1950s	mc2
by	by	ii
distributing	distribute	vvg_jj@
films	film	nn2
,	,	y
later	later	jjr_rrr
financing	finance	nn1_vvg
Federico	federico	np1
Fellini	fellini	np1
's	's	ge
8	8	mc
1/2	1/2	mf
.	.	y
Levine	levine	nn1_np1@_vv0
was	be	vbdz
involved	involve	vvn
as	as	csa_ii@
producer	producer	nn1
,	,	y
distributor	distributor	nn1
or	or	cc
backer	backer	nn1
in	in	ii
500	500	mc
films	film	nn2
.	.	y
