@@680620	##	fo
txt	txt	nnu
Tax	tax	nn1
Suggestions	suggestion	nn2
Grave	grave	nn1_jj
and	and	cc
Gay	gay	np1_jj
.	.	y
With	with	iw
the	the	at
proposed	propose	jj
abandonment	abandonment	nn1
of	of	io
a	a	at1
duty	duty	nn1
upon	upon	ii
sugar	sugar	nn1
,	,	y
we	we	ppis2
will	will	vm
require	require	vvi
some	some	dd
other	other	jj
revenue	revenue	nn1
to	to	to
replace	replace	vvi
it	it	pph1
.	.	y
The	the	at
tax	tax	nn1
on	on	ii
bananas	banana	nn2
would	would	vm
bring	bring	vvi
in	in	rp_ii@
money	money	nn1
without	without	iw
a	a	at1
notable	notable	jj
increase	increase	nn1
of	of	io
their	their	appge
cost	cost	nn1
to	to	ii
the	the	at
ultimate	ultimate	jj
consumer	consumer	nn1
;	;	y
if	if	cs
their	their	appge
peels	peel	nn2
were	be	vbdr
less	less	rgr
carelessly	carelessly	rr
strewn	strew	vvn
on	on	ii
our	our	appge
sidewalks	sidewalk	nn2
they	they	pphs2
would	would	vm
become	become	vvi
safer	safer	rrr_jjr
,	,	y
The	the	at
proposed	propose	jj
duty	duty	nn1
on	on	ii
human	human	jj_nn1
hair	hair	nn1
is	be	vbz
a	a	at1
step	step	nn1
in	in	ii
the	the	at
right	right	jj_nn1
direction	direction	nn1
,	,	y
even	even	cs21
if	if	cs22
It	it	pph1
does	do	vdz
increase	increase	vvi
the	the	at
cost	cost	nn1
of	of	io
rats	rat	nn2
and	and	cc
switches	switch	nn2_vvz
.	.	y
The	the	at
present	present	jj_nn1
duty	duty	nn1
on	on	ii
cosmetics	cosmetic	nn2
should	should	vm
be	be	vbi
increased	increase	vvn
.	.	y
Women	woman	nn2
who	who	pnqs
want	want	vv0
to	to	to
enhance	enhance	vvi
their	their	appge
natural	natural	jj
charms	charm	nn2
by	by	ii
artifice	artifice	nn1
should	should	vm
be	be	vbi
male	male	jj
to	to	to
pay	pay	vvi
for	for	if
it	it	pph1
.	.	y
A	a	zz1_at1
United	united	np1
States	state	np1
registry	registry	nn1
tax	tax	nn1
of	of	io
,	,	y
say	say	vv0
,	,	y
$20	$20	nnu
,	,	y
on	on	ii
every	every	at1
automobile	automobile	nn1
would	would	vm
render	render	vvi
,	,	y
at	at	ii
small	small	jj
expense	expense	nn1
,	,	y
an	an	at1
income	income	nn1
of	of	io
some	some	dd
$20,000,000	$20,000,000	nnu
.	.	y
Part	part	nn1
of	of	io
this	this	dd1
revenue	revenue	nn1
could	could	vm
be	be	vbi
used	use	vvn
to	to	ii
better	better	jjr_rrr
the	the	at
condition	condition	nn1
of	of	io
our	our	appge
national	national	jj
highways	highway	nn2
.	.	y
It	it	pph1
would	would	vm
probably	probably	rr
increase	increase	vvi
their	their	appge
safety	safety	nn1
and	and	cc
usefulness	usefulness	nn1
.	.	y
