@@680927	##	fo
txt	txt	nnu
Woman	woman	nn1
's	's	ge
Skill	skill	nn1
in	in	ii
Correction	correction	nn1
.	.	y
Whether	whether	csw
the	the	at
appointment	appointment	nn1
of	of	io
Miss	miss	nnb
Katherine	katherine	np1
Davis	davis	np1
as	as	csa_ii@
Commissioner	commissioner	nn1
of	of	io
Correction	correction	nn1
for	for	if
the	the	at
City	city	nn1
of	of	io
New	new	np1
York	york	np1
is	be	vbz
a	a	at1
woman	woman	nn1
suffrage	suffrage	nn1_vv0
victory	victory	nn1
or	or	cc
has	have	vhz
nothing	nothing	pn1
whatever	whatever	ddqv
to	to	to
do	do	vdi
with	with	iw
breaking	break	vvg
into	into	ii
the	the	at
Promised	promise	jj@
Land	land	nn1_np1
,	,	y
the	the	at
fact	fact	nn1
stands	stand	vvz
that	that	cst
the	the	at
.	.	y
appointment	appointment	nn1
is	be	vbz
the	the	at
highest	high	jjt
tribute	tribute	nn1
ever	ever	rr
paid	pay	vvn
to	to	ii
women	woman	nn2
in	in	ii
this	this	dd1
town	town	nn1
.	.	y
Ever	ever	rr
since	since	cs
there	there	ex
was	be	vbdz
a	a	at1
Department	department	nn1
or	or	cc
Correction	correction	nn1
in	in	ii
New	new	np1
York	york	np1
,	,	y
and	and	cc
even	even	rr
before	before	ii
that	that	dd1
,	,	y
men	man	nn2
have	have	vh0
been	be	vbn
trying	try	vvg
to	to	to
correct	correct	vvi
the	the	at
town	town	nn1
,	,	y
and	and	cc
they	they	pphs2
have	have	vh0
succeeded	succeed	vvn
so	so	rg_rr
poorly	poorly	jj_rr
that	that	cst_dd1_rg%
at	at	rr21
last	last	rr22
they	they	pphs2
have	have	vh0
been	be	vbn
awakened	awaken	vvn
,	,	y
and	and	cc
Mayor	mayor	nnb
Mitchel	mitchel	np1
,	,	y
rubbing	rub	vvg
his	his	appge
eyes	eye	nn2
and	and	cc
looking	look	vvg
around	around	rp
,	,	y
has	have	vhz
named	name	vvn
a	a	at1
woman	woman	nn1
to	to	to@
work	work	vvi
out	out	rp
the	the	at
city	city	nn1
's	's	ge
correction	correction	nn1
.	.	y
Woman	woman	nn1
has	have	vhz
always	always	rr
stood	stand	vvn
as	as	csa_ii@
man	man	nn1
's	's	ge
best	best	jjt
corrective	corrective	nn1_jj
in	in	ii
the	the	at
abstract	abstract	jj_nn1@
,	,	y
and	and	cc
now	now	rt
we	we	ppis2
shad	shad	nn1
see	see	vv0
what	what	ddq
she	she	pphs1
will	will	vm
do	do	vdi
in	in	ii
the	the	at
concrete	concrete	nn1_jj
.	.	y
Oh	oh	uh
,	,	y
woman	woman	nn1
,	,	y
in	in	ii
mans	man	nn2
hours	hour	nnt2
of	of	io
wheeze	wheeze	nn1
,	,	y
He	he	pphs1
's	be	vbz_vhz@
handed	hand	vvn
you	you	ppy
the	the	at
words	word	nn2
that	that	cst
please	please	rr_vv0@
,	,	y
And	and	cc
though	though	cs
you	you	ppy
're	be	vbr
quick	quick	jj
at	at	ii
his	his	appge
detection	detection	nn1
,	,	y
Are	be	vbr
you	you	ppy
as	as	rg@_csa
quick	quick	jj_rr@
for	for	if
his	his	appge
correction	correction	nn1
?	?	y
