@@684038	##	fo
txt	txt	nnu
"	"	"
Our	our	appge
case	case	nn1
differs	differ	vvz
from	from	ii
theirs	theirs	ppge
only	only	rr
in	in	ii
this	this	dd1
,	,	y
that	that	cst
it	it	pph1
is	be	vbz
our	our	appge
inestimable	inestimable	jj
privilege	privilege	nn1
to	to	ii
concert	concert	nn1
with	with	iw
men	man	nn2
out	out	ii21
of	of	ii22
every	every	at1
nation	nation	nn1
what	what	ddq
shall	shall	vm
make	make	vvi
not	not	xx
only	only	rr
the	the	at
liberties	liberty	nn2
of	of	io
America	america	np1
secure	secure	vv0_jj
,	,	y
but	but	ccb
the	the	at
liberties	liberty	nn2
of	of	io
every	every	at1
other	other	jj
people	people	nn
as	as	rr21_rg
well	well	rr22
.	.	y
We	we	ppis2
are	be	vbr
happy	happy	jj
in	in	ii
the	the	at
thought	think	nn1
that	that	cst
we	we	ppis2
are	be	vbr
permitted	permit	vvn
to	to	to
do	do	vdi
what	what	ddq
they	they	pphs2
would	would	vm
have	have	vhi
done	do	vdn
had	have	vhd
they	they	pphs2
been	be	vbn
in	in	ii
our	our	appge
place	place	nn1
.	.	y
"	"	"
There	there	ex
must	must	vm
now	now	rt
be	be	vbi
settled	settle	vvn
once	once	rr
for	for	if
all	all	db
what	what	ddq
was	be	vbdz
settled	settle	vvn
for	for	if
America	america	np1
in	in	ii
the	the	at
great	great	jj
age	age	nn1
upon	upon	ii
whose	whose	ddqge
inspiration	inspiration	nn1
we	we	ppis2
draw	draw	vv0
today	today	rt
.	.	y
This	this	dd1
is	be	vbz
surely	surely	rr
a	a	at1
fitting	fitting	jj_nn1
place	place	nn1
from	from	ii
which	which	ddq
calmly	calmly	rr
to	to	to
look	look	vvi
out	out	rp
upon	upon	ii
our	our	appge
task	task	nn1
,	,	y
that	that	cst
we	we	ppis2
may	may	vm
fortify	fortify	vvi
our	our	appge
spirits	spirit	nn2
for	for	if
its	its	appge
accomplishment	accomplishment	nn1
.	.	y
And	and	cc
this	this	dd1
is	be	vbz
the	the	at
appropriate	appropriate	jj
place	place	nn1
from	from	ii
which	which	ddq
to	to	to
avow	avow	vvi
,	,	y
alike	alike	rr_jj
to	to	ii
the	the	at
friends	friend	nn2
who	who	pnqs
look	look	vv0
on	on	rp@
and	and	cc
to	to	ii
the	the	at
friends	friend	nn2
with	with	iw
whom	whom	pnqo
we	we	ppis2
have	have	vh0
the	the	at
happiness	happiness	nn1
to	to	to
be	be	vbi
associated	associate	vvn
in	in	ii
action	action	nn1
,	,	y
the	the	at
faith	faith	nn1
and	and	cc
purpose	purpose	nn1
with	with	iw
which	which	ddq
we	we	ppis2
act	act	vv0
.	.	y
