@@301514	##	fo
"	"	"
Breakfast	breakfast	nn1_vv0@
!	!	!
'	'	"@
'	'	ge_"@
roared	roar	vvd
Captain	captain	nnb
Guillermo	guillermo	np1
Alba	alba	np1
Rodriguez	rodriguez	np1
at	at	ii
his	his	appge
dawdling	dawdle	vvg_jj%
orderly	orderly	jj
last	last	md
March	march	npm1
.	.	y
When	when	cs_rrq
Orderly	orderly	jj
Juan	juan	np1
Rivera	rivera	np1
shambled	shamble	vvd
in	in	ii
45	45	mc
minutes	minute	nnt2
later	later	rrr
with	with	iw
breakfast	breakfast	nn1
he	he	pphs1
received	receive	vvd
a	a	at1
furious	furious	jj
frontal	frontal	jj
kick	kick	nn1
from	from	ii
hungry	hungry	jj
Captain	captain	nnb
Rodriguez	rodriguez	np1
,	,	y
crumpled	crumple	vvd_vvn
up	up	rp
and	and	cc
died	die	vvd
.	.	y
Last	last	md
week	week	nnt1
kicking	kick	vvg
Captain	captain	nnb
Rodriguez	rodriguez	np1
was	be	vbdz
tried	try	vvn
by	by	ii
a	a	at1
Mexican	mexican	jj
court-martial	court-martial	nn1
,	,	y
sentenced	sentence	vvn_vvd@
to	to	to
be	be	vbi
shot	shoot	vvn
.	.	y
"	"	"
This	this	dd1
is	be	vbz
the	the	at
first	first	md
death	death	nn1
sentence	sentence	nn1
in	in	ii
the	the	at
Mexican	mexican	jj
Army	army	nn1
since	since	ii
1927	1927	mc
,	,	y
"	"	"
announced	announce	vvd_vvn
a	a	at1
careful	careful	jj
spokesman	spokesman	nn1
for	for	if
the	the	at
Court	court	nn1
.	.	y
"	"	"
In	in	ii
that	that	dd1
year	year	nnt1
General	general	nnb
Rueda	rueda	np1
Quijana	quijana	np1	
was	be	vbdz
shot	shoot	vvn
for	for	if
high	high	jj
treason	treason	nn1
.	.	y
"	"	"
