@@221927	##	fo
To	to	ii
the	the	at
members	member	nn2
of	of	io
the	the	at
American	american	jj
Dietetic	dietetic	jj_nn1
Association	association	nn1
who	who	pnqs
,	,	y
in	in	ii
Cleveland	cleveland	np1
last	last	md
week	week	nnt1
,	,	y
expected	expect	vvd
him	him	ppho1
to	to	to
say	say	vvi
something	something	pn1
prodigious	prodigious	jj
to	to	to
help	help	vvi
them	them	ppho2
in	in	ii_rp@
their	their	appge
jobs	job	nn2
of	of	io
supervising	supervise	vvg_nn1
menus	menu	nn2
in	in	ii
hospitals	hospital	nn2
,	,	y
hotels	hotel	nn2
,	,	y
restaurants	restaurant	nn2
,	,	y
schools	school	nn2
and	and	cc
relief	relief	nn1
kitchens	kitchen	nn2
,	,	y
Western	western	jj_np1
Reserve	reserve	nn1
's	's	ge_vbz
able	able	jj
Professor	professor	nnb
Thomas	thomas	np1
Wingate	wingate	np1
Todd	todd	np1
declared	declare	vvd
:	:	y
"	"	"
There	there	ex
are	be	vbr
three	three	mc
criteria	criterion	nn2
of	of	io
a	a	at1
stomach	stomach	nn1
that	that	cst_dd1
is	be	vbz
up	up	ii21
to	to	ii22
its	its	appge
job	job	nn1
:	:	y
1	1	mc1
)	)	y
a	a	at1
mind	mind	nn1
free	free	jj_vv0@
from	from	ii
fog	fog	nn1
;	;	y
2	2	mc
)	)	y
an	an	at1
abdomen	abdomen	nn1
free	free	jj_vv0@
from	from	ii
discomfort	discomfort	nn1
;	;	y
3	3	mc
)	)	y
a	a	at1
sleep	sleep	nn1
free	free	jj_vv0@
from	from	ii
dreams	dream	nn2
.	.	y
"	"	"
