@@143732	##	fo
Afraid	afraid	jj
that	that	cst
many	many	da2
civil	civil	jj
servants	servant	nn2
would	would	vm
have	have	vhi
to	to	to
quit	quit	vvi
their	their	appge
jobs	job	nn2
or	or	cc
die	die	vv0_nn1%
of	of	io
malnutrition	malnutrition	nn1
because	because	cs
the	the	at
50%	50%	nnu
depreciation	depreciation	nn1
of	of	io
Nicaragua	nicaragua	np1
's	's	ge
currency	currency	nn1
has	have	vhz
raised	raise	vvn
living	live	jj_nn1_vvg
costs	cost	nn2_vvz
beyond	beyond	ii
their	their	appge
reach	reach	nn1
,	,	y
drastic	drastic	jj
Finance	finance	nn1
Minister	minister	nn1
Benito	benito	np1_nn1
Ramirez	ramirez	np1
last	last	md
week	week	nnt1
doubled	double	vvd_vvn
the	the	at
pay	pay	nn1
of	of	io
all	all	db
Government	government	nn1
employes	employee	nn2_vvz
,	,	y
including	including	ii_vvg@
himself	himself	ppx1
.	.	y
