@@256792	##	fo
The	the	at
Mad	mad	jj
Miss	miss	nnb
Manton	manton	np1
(	(	y
RKO	rko	np1_nn1
Radio	radio	nn1_np1%
)	)	y
.	.	y
Screwball	screwball	nn1_np1@
comedy	comedy	nn1
and	and	cc
screwball	screwball	nn1
murder	murder	nn1
mystery	mystery	nn1
combined	combine	vvd_vvn
,	,	y
more	more	rgr
happily	happily	rr
than	than	csn
usual	usual	jj
,	,	y
with	with	iw
Barbara	barbara	np1
Stanwyck	stanwyck	np1
,	,	y
Henry	henry	np1
Fonda	fonda	np1
,	,	y
Sam	sam	np1
Levene	levene	np1
and	and	cc
Frances	frances	np1
Mercer	mercer	np1
.	.	y
<P>	<p>	null	
Mr.	mr.-	nnb
Wong	wong	np1
,	,	y
Detective	detective	nn1
(	(	y
Monogram	monogram	np1	
)	)	y
.	.	y
First	first	md
of	of	io
a	a	at1
new	new	jj
series	series	nn
of	of	io
detective	detective	nn1
melodramas	melodrama	nn2
in	in	ii
which	which	ddq
the	the	at
hero	hero	nn1
can	can	vm
be	be	vbi
distinguished	distinguish	vvn@
from	from	ii
other	other	jj
Oriental	oriental	jj
sleuths	sleuth	nn2
now	now	rt
functioning	function	vvg
in	in	ii
cinema	cinema	nn1
by	by	ii
the	the	at
facts	fact	nn2
that	that	cst
he	he	pphs1
:	:	y
1	1	mc1
)	)	y
sometimes	sometimes	rt
admits	admit	vvz
being	be	vbg
puzzled	puzzled	jj_vvn%
,	,	y
and	and	cc
2	2	mc
)	)	y
is	be	vbz
played	play	vvn
by	by	ii
Boris	boris	np1
Karloff	karloff	np1_nn1_vv0
with	with	iw
reconditioned	reconditioned	jj@
eyebrows	eyebrow	nn2
.	.	y
