@@146523	##	fo
SEC	sec	nnu_np1
has	have	vhz
long	long	rr
been	be	vbn
anxious	anxious	jj
to	to	to
stop	stop	vvi
partners	partner	nn2
in	in	ii
brokerage	brokerage	nn1
firms	firm	nn2
from	from	ii
margin	margin	nn1
speculating	speculate	vvg
.	.	y
Last	last	md
week	week	nnt1
the	the	at
New	new	np1
York	york	np1
Stock	stock	nn1
Exchange	exchange	nn1
issued	issue	vvd_vvn
a	a	at1
new	new	jj
regulation	regulation	nn1
to	to	to
satisfy	satisfy	vvi
SEC	sec	nnu_np1
.	.	y
It	it	pph1
forbade	forbid	vvd
general	general	jj
partners	partner	nn2
of	of	io
member	member	nn1
firms	firm	nn2
from	from	ii
trading	trade	vvg_nn1
on	on	ii
margin	margin	nn1
through	through	ii
their	their	appge
own	own	da
or	or	cc
other	other	jj
member	member	nn1
firms	firm	nn2
.	.	y
(	(	y
Like	like	ii_vv0@
other	other	jj
investors	investor	nn2
,	,	y
they	they	pphs2
can	can	vm
,	,	y
of	of	rr21
course	course	rr22
,	,	y
trade	trade	vvi
on	on	ii_rp@
borrowed	borrow	jj@
money	money	nn1
if	if	cs
they	they	pphs2
obtain	obtain	vv0
it	it	pph1
elsewhere	elsewhere	rl
.	.	y
)	)	y
Exempt	exempt	vv0
from	from	ii
this	this	dd1
rule	rule	nn1
were	be	vbdr
specialists	specialist	nn2
and	and	cc
certain	certain	jj
technical	technical	jj
transactions	transaction	nn2
.	.	y
The	the	at
Exchange	exchange	nn1
warned	warn	vvd_vvn
partners	partner	nn2
that	that	cst
the	the	at
brokerage	brokerage	nn1
accounts	account	nn2
of	of	io
their	their	appge
close	close	jj
relatives	relative	nn2
would	would	vm
be	be	vbi
scanned	scan	vvn@
to	to	to
see	see	vvi
that	that	cst
the	the	at
spirit	spirit	nn1
of	of	io
the	the	at
new	new	jj
rule	rule	nn1
was	be	vbdz
observed	observe	vvn
.	.	y
