@@143738	##	fo
Reporters	reporter	nn2
Drew	draw	np1_vvd@
Pearson	pearson	np1
and	and	cc
Robert	robert	np1
S.	s.-a	np1
Allen	allen	np1
in	in	ii
their	their	appge
chitchat	chitchat	nn1
column	column	nn1
,	,	y
"	"	"
Washington	washington	np1
Merry	merry	jj
Go	go	vv0
Round	round	rp
"	"	"
:	:	y
<P>	<p>	null	
"	"	"
Here	here	rl
is	be	vbz
the	the	at
latest	late	jjt
story	story	nn1
told	tell	vvn_vvd
on	on	ii
Sec'y	sec'y	nn1_np1	
of	of	io
the	the	at
Interior	interior	jj_nn1
Ickes	icke	np2_nn2@	
.	.	y
Lawrence	lawrence	np1
Cramer	cramer	np1
,	,	y
youthful	youthful	jj
,	,	y
unimpressive-looking	unimpressive-looking	jj	
Governor	governor	nn1
of	of	io
the	the	at
Virgin	virgin	np1
Islands	island	nnl2
,	,	y
came	come	vvd
to	to	to
call	call	vvi
on	on	ii
Ickes	icke	np2_nn2@	
,	,	y
gave	give	vvd
his	his	appge
name	name	nn1
to	to	ii
a	a	at1
doorman	doorman	nn1
merely	merely	rr
as	as	csa
'	'	ge
Cramer	cramer	nn1_np1
,	,	y
'	'	ge_"@
sat	sit	vvd
down	down	rp
to	to	to
wait	wait	vvi
.	.	y
Thirty	thirty	mc
minutes	minute	nnt2
passed	pass	vvd_vvn
,	,	y
then	then	rt
forty-five	forty-five	mc
.	.	y
<P>	<p>	null	
"	"	"
The	the	at
young	young	jj
Governor	governor	nn1
concluded	conclude	vvd_vvn
that	that	cst
he	he	pphs1
had	have	vhd
not	not	xx
made	make	vvn
his	his	appge
name	name	nn1
and	and	cc
position	position	nn1_vv0@
clear	clear	jj_rr@
.	.	y
So	so	rr
he	he	pphs1
approached	approach	vvd
the	the	at
doorman	doorman	nn1
and	and	cc
explained	explain	vvd_vvn
that	that	cst
he	he	pphs1
was	be	vbdz
the	the	at
Governor	governor	nn1
of	of	io
the	the	at
Virgin	virgin	np1
Islands	island	nnl2
.	.	y
<P>	<p>	null	
"	"	"
Flustrated	flustrated	jj	
,	,	y
the	the	at
doorman	doorman	nn1
picked	pick	vvd_vvn
up	up	rp
the	the	at
telephone	telephone	nn1
.	.	y
'	'	ge_"@
Mr.	mr.-	nnb
Secretary	secretary	np1
,	,	y
'	'	"@
he	he	pphs1
said	say	vvd
,	,	y
'	'	"@
there	there	ex
's	be	vbz
a	a	at1
virgin	virgin	nn1_jj
here	here	rl
from	from	ii
Governor	governor	np1
's	's	ge
Island	island	nnl1
.	.	y
'	'	"@_ge
"	"	"
