@@144545	##	fo
Oldest	old	jjt
university	university	nn1
in	in	ii
the	the	at
Americas	americas	np2
is	be	vbz
not	not	xx
Harvard	harvard	np1
(	(	y
founded	found	vvn_vvd
1636	1636	mc
)	)	y
but	but	ccb
the	the	at
University	university	nn1
of	of	io
San	san	np1
Marcos	marcos	np1
,	,	y
in	in	ii
Lima	lima	np1
,	,	y
Peru	peru	np1
.	.	y
San	san	np1
Marcos	marcos	np1
was	be	vbdz
established	establish	vvn
in	in	ii
1551	1551	mc
.	.	y
Today	today	rt
,	,	y
housed	house	vvn_vvd
in	in	ii_rp@
a	a	at1
16th-Century	16th-century	jj	
Spanish	spanish	jj
colonial	colonial	jj
building	building	nn1
,	,	y
it	it	pph1
is	be	vbz
made	make	vvn
up	up	rp
of	of	io
a	a	at1
group	group	nn1
of	of	io
professional	professional	jj
schools	school	nn2
which	which	ddq
train	train	vv0
Peruvian	peruvian	jj
Government	government	nn1
officials	official	nn2
.	.	y
Last	last	md
week	week	nnt1
University	university	nn1
of	of	io
San	san	np1
Marcos	marcos	np1
began	begin	vvd
to	to	to
teach	teach	vvi
a	a	at1
language	language	nn1
so	so	rg_rr
ancient	ancient	jj
it	it	pph1
was	be	vbdz
new	new	jj
even	even	rr
to	to	ii
old	old	jj
San	san	np1
Marcos	marcos	np1
.	.	y
The	the	at
tongue	tongue	nn1
was	be	vbdz
Quechua	quechua	np1
,	,	y
the	the	at
dialect	dialect	nn1
of	of	io
the	the	at
ancient	ancient	jj
Inca	inca	jj
tribes	tribe	nn2
.	.	y
From	from	ii
it	it	pph1
have	have	vh0
come	come	vvn
such	such	da
English	english	jj_nn1
words	word	nn2
as	as	csa
quinine	quinine	nn1
,	,	y
cocaine	cocaine	nn1
.	.	y
Quechua	quechua	nn1_np1@	
is	be	vbz
still	still	rr
the	the	at
language	language	nn1
of	of	io
most	most	dat
of	of	io
the	the	at
Peruvian	peruvian	jj
Indians	indian	nn2
.	.	y
Although	although	cs
it	it	pph1
has	have	vhz
no	no	at
literature	literature	nn1
,	,	y
it	it	pph1
is	be	vbz
written	write	vvn
down	down	rp
in	in	ii
a	a	at1
few	few	da2
hieroglyphics	hieroglyphic	nn2
on	on	ii
prehistoric	prehistoric	jj
buildings	building	nn2
,	,	y
will	will	vm
be	be	vbi
taught	teach	vvn
to	to	ii
scholars	scholar	nn2
as	as	ii
a	a	at1
means	mean	nn
of	of	io
exploring	explore	vvg
the	the	at
unknown	unknown	jj
history	history	nn1
of	of	io
ancient	ancient	jj
Peru	peru	np1
.	.	y
