@@146234	##	fo
Clifford	clifford	np1
Oral	oral	nn1_jj
McCreedy	mccreedy	np1
of	of	io
Aledo	aledo	np1_nn1	
,	,	y
Ill	ill	np1_jj
,	,	y
is	be	vbz
a	a	at1
careful	careful	jj
country	country	nn1
doctor	doctor	nn1
.	.	y
Last	last	md
week	week	nnt1
he	he	pphs1
paid	pay	vvd
a	a	at1
call	call	nn1
,	,	y
lanced	lance	vvd
an	an	at1
abscess	abscess	nn1
for	for	if
a	a	at1
patient	patient	nn1_jj
and	and	cc
,	,	y
when	when	cs_rrq
he	he	pphs1
was	be	vbdz
through	through	rp@
,	,	y
took	take	vvd
a	a	at1
proper	proper	jj
precaution	precaution	nn1
.	.	y
He	he	pphs1
did	do	vdd
not	not	xx
put	put	vvi
the	the	at
infected	infected	jj
scalpel	scalpel	nn1
with	with	iw
the	the	at
sterilized	sterilize	jj@
instruments	instrument	nn2
in	in	ii
his	his	appge
bag	bag	nn1
.	.	y
He	he	pphs1
wrapped	wrap	vvd
it	it	pph1
in	in	ii_rp@
a	a	at1
piece	piece	nn1
of	of	io
paper	paper	nn1
and	and	cc
put	put	vv0_vvd
it	it	pph1
in	in	ii_rp@
his	his	appge
pocket	pocket	nn1
.	.	y
Then	then	rt
careful	careful	jj
Dr.	dr.-i	nnb
McCreedy	mccreedy	np1
went	go	vvd
home	home	rl
and	and	cc
,	,	y
opening	open	vvg
his	his	appge
front	front	jj_nn1
door	door	nn1
,	,	y
looked	look	vvd_vvn
down	down	rp
into	into	ii
the	the	at
laughing	laugh	jj@
face	face	nn1
of	of	io
his	his	appge
19-month-old	19-month-old	jj
daughter	daughter	nn1
,	,	y
Nancy	nancy	np1
Irene	irene	np1
.	.	y
He	he	pphs1
swung	swing	vvd
her	her	ppho1
up	up	rp
and	and	cc
clasped	clasp	vvd
her	her	ppho1
in	in	ii_rp@
his	his	appge
arms	arm	nn2
.	.	y
That	that	dd1
was	be	vbdz
a	a	at1
fatal	fatal	jj
move	move	nn1
.	.	y
The	the	at
infected	infected	jj
scalpel	scalpel	nn1
in	in	ii
his	his	appge
pocket	pocket	nn1
pierced	pierce	vvd_vvn
the	the	at
child	child	nn1
's	's	ge
abdomen	abdomen	nn1
.	.	y
In	in	ii31
spite	spite	ii32
of	of	ii33
immediate	immediate	jj
attention	attention	nn1
,	,	y
two	two	mc
days	day	nnt2
later	later	rrr
Dr.	dr.-i	nnb
McCreedy	mccreedy	np1
's	's	ge
daughter	daughter	nn1
was	be	vbdz
dead	dead	jj
.	.	y
