@@301900	##	fo
Many	many	da2
an	an	at1
educator	educator	nn1
's	's	ge
imagination	imagination	nn1
has	have	vhz
been	be	vbn
tickled	tickle	vvn
by	by	ii
the	the	at
idea	idea	nn1
that	that	cst_dd1
radio	radio	nn1
would	would	vm
some	some	dd
day	day	nnt1
become	become	vvi
the	the	at
most	most	rgt
powerful	powerful	jj
medium	medium	nn1
at	at	ii
his	his	appge
command	command	nn1
.	.	y
A	a	at1
few	few	da2
rash	rash	jj
professors	professor	nn2
predicted	predict	vvd_vvn
that	that	cst
it	it	pph1
would	would	vm
supplant	supplant	vvi
lectures	lecture	nn2
and	and	cc
textbooks	textbook	nn2
in	in	ii
the	the	at
colleges	college	nn2
.	.	y
<P>	<p>	null	
For	for	if
such	such	da
dreams	dream	nn2
a	a	at1
group	group	nn1
of	of	io
Harvard	harvard	np1
psychologists	psychologist	nn2
last	last	md
week	week	nnt1
had	have	vhd
some	some	dd
cold	cold	jj
water	water	nn1
.	.	y
Experiments	experiment	nn2
on	on	ii_rp@
both	both	rr
students	student	nn2
and	and	cc
adults	adult	nn2
had	have	vhd
convinced	convince	vvn
them	them	ppho2
of	of	io
the	the	at
superiority	superiority	nn1
of	of	io
the	the	at
printed	printed	jj
page	page	nn1
as	as	ii_csa
a	a	at1
medium	medium	nn1
of	of	io
education	education	nn1
.	.	y
As	as	ii21
between	between	ii22
radio	radio	nn1
and	and	cc
lectures	lecture	nn2_vvz@
they	they	pphs2
found	find	vvd
that	that	cst
:	:	y
"	"	"
Radio	radio	nn1
has	have	vhz
a	a	at1
somewhat	somewhat	rr
dulling	dull	vvg_jj@
effect	effect	nn1
on	on	ii
the	the	at
higher	high	jjr
mental	mental	jj
processes	process	nn2
of	of	io
the	the	at
listener	listener	nn1
.	.	y
He	he	pphs1
is	be	vbz
definitely	definitely	rr
less	less	rgr
critical	critical	jj
,	,	y
less	less	rgr
analytical	analytical	jj
,	,	y
more	more	rgr
passively	passively	rr
receptive	receptive	jj
when	when	cs
listening	listen	vvg
to	to	ii
the	the	at
radio	radio	nn1
than	than	csn
when	when	cs_rrq
he	he	pphs1
is	be	vbz
face-to-face	face-to-face	jj
with	with	iw
the	the	at
speaker	speaker	nn1
.	.	y
"	"	"
