@@166315	##	fo
Modern	modern	jj
missionaries	missionary	nn2
lead	lead	vv0
safe	safe	jj
lives	live	nn2
;	;	y
the	the	at
years	year	nnt2
are	be	vbr
long	long	jj
past	past	nn1
when	when	rrq_cs
cannibals	cannibal	nn2
ate	eat	vvd
them	them	ppho2
.	.	y
But	but	ccb
at	at	ii
the	the	at
Africa	africa	np1
Inland	inland	jj
Mission	mission	nn1
Station	station	nn1
in	in	ii
Kijabe	kijabe	np1	
is	be	vbz
a	a	at1
little	little	jj
dwelling	dwell	nn1
some	some	dd
300	300	mc
yards	yard	nn2
from	from	ii
the	the	at
rest	rest	nn1
of	of	io
the	the	at
buildings	building	nn2
.	.	y
Hulda	hulda	np1@_nn1
Stumpf	stumpf	np1_nn1
,	,	y
Secretary	secretary	nn1_np1@
to	to	ii
the	the	at
Head	head	nn1_jj@
Missionary	missionary	nn1
,	,	y
lived	live	vvd_vvn
there	there	rl
alone	alone	rr_jj
.	.	y
She	she	pphs1
was	be	vbdz
63	63	mc
,	,	y
had	have	vhd
been	be	vbn
in	in	ii
Kijabe	kijabe	np1_nn1@	
for	for	if
20	20	mc
years	year	nnt2
.	.	y
She	she	pphs1
had	have	vhd
grown	grow	vvn
deaf	deaf	jj
in	in	ii
the	the	at
Lord	lord	np1
's	's	ge
service	service	nn1
.	.	y
Last	last	md
week	week	nnt1
her	her	appge
body	body	nn1
was	be	vbdz
found	find	vvn
,	,	y
attacked	attack	vvd_vvn
,	,	y
bruised	bruise	vvn_jj_vvd@
,	,	y
smothered	smother	vvn_vvd
to	to	ii
death	death	nn1
.	.	y
