@@142525	##	fo
Offered	offer	vvn_vvd
for	for	if
sale	sale	nn1
in	in	ii
Washington	washington	np1
last	last	md
week	week	nnt1
was	be	vbdz
the	the	at
four-story	four-story	jj_nn1
National	national	jj
Republican	republican	nn1_jj@
Clubhouse	clubhouse	nn1_np1
,	,	y
purchased	purchase	vvn_vvd
for	for	if
$150,000	$150,000	nnu
in	in	ii
prosperous	prosperous	jj
1929	1929	mc
by	by	ii
the	the	at
National	national	jj
Capital	capital	nn1_jj@
Republican	republican	nn1
Club	club	nn1
.	.	y
Reported	report	vvd_vvn
the	the	at
careful	careful	jj
Associated	associate	jj
Press	press	nn1
:	:	y
"	"	"
Two	two	mc
.	.	y
.	.	y
.	.	y
veteran	veteran	jj_nn1
club	club	nn1
members	member	nn2
,	,	y
who	who	pnqs
declined	decline	vvd
to	to	to
be	be	vbi
quoted	quote	vvn
by	by	ii
name	name	nn1
,	,	y
attributed	attribute	vvd_vvn
the	the	at
closing	closing	nn1_jj
to	to	ii
the	the	at
Democratic	democratic	jj
victory	victory	nn1
in	in	ii
November	november	npm1
.	.	y
"	"	"
