@@146123	##	fo
By	by	ii
special	special	jj
train	train	nn1
from	from	ii
Greece	greece	np1
,	,	y
King	king	nnb
Zog	zog	np1	
,	,	y
Queen	queen	nnb
Geraldine	geraldine	np1
,	,	y
Prince	prince	nnb
Skander	skander	np1	
,	,	y
the	the	at
King	king	nn1_np1@
's	's	ge
sisters	sister	nn2
,	,	y
and	and	cc
a	a	at1
suite	suite	nn1
of	of	io
110	110	mc
fellow	fellow	jj
Albanian	albanian	jj
refugees	refugee	nn2
arrived	arrive	vvn_vvd
in	in	ii
Istanbul	istanbul	np1
,	,	y
the	the	at
Queen	queen	nn1
looking	look	vvg
quite	quite	rg_rr@
recovered	recover	jj@_vvn
(	(	y
see	see	vv0
cut	cut	nn1_jj@
)	)	y
from	from	ii
her	her	appge
hair-raising	hair-raising	jj
flight	flight	nn1
from	from	ii
the	the	at
Italian	italian	jj_nn1
invader	invader	nn1
.	.	y
The	the	at
King	king	nn1_np1@
piled	pile	vvd_vvn
his	his	appge
family	family	nn1
into	into	ii
a	a	at1
hotel	hotel	nn1
and	and	cc
settled	settle	vvd_vvn
down	down	rp
with	with	iw
permission	permission	nn1
to	to	to
stay	stay	vvi
in	in	ii
Turkey	turkey	np1
as	as	cs31
long	long	cs32
as	as	cs33
he	he	pphs1
keeps	keep	vvz
his	his	appge
hands	hand	nn2
out	out	ii21
of	of	ii22
political	political	jj
mischief	mischief	nn1
.	.	y
