@@220970	##	fo
More	more	rrr
adept	adept	jj
than	than	csn
any	any	dd
other	other	jj_nn1@
at	at	ii
investing	invest	vvg
its	its	appge
ceremonies	ceremony	nn2
with	with	iw
glittery	glittery	jj
pomp	pomp	nn1
,	,	y
the	the	at
Roman	roman	jj_nn1
Catholic	catholic	jj_nn1
Church	church	nn1
lavishly	lavishly	rr
outdoes	outdoes	vvz
itself	itself	ppx1
every	every	at1
two	two	mc
years	year	nnt2
when	when	cs_rrq
it	it	pph1
stages	stage	vvz@
an	an	at1
international	international	jj
Eucharistic	eucharistic	jj
Congress	congress	nn1
.	.	y
Last	last	md
week	week	nnt1
the	the	at
32nd	32nd	md
Eucharistic	eucharistic	jj
Congress	congress	nn1
opened	open	vvd_vvn
in	in	ii
Buenos	buenos	np1
Aires	aires	np1
.	.	y
