@@153867	##	fo
In	in	ii
Urbana	urbana	np1
last	last	md
week	week	nnt1
,	,	y
University	university	nn1
of	of	io
Illinois	illinois	np1
'	'	ge
Psychology	psychology	nn1
Professor	professor	nnb
Paul	paul	np1
Thomas	thomas	np1
Young	young	np1
,	,	y
who	who	pnqs
had	have	vhd
solemnly	solemnly	rr
been	be	vbn
keeping	keep	vvg
track	track	nn1
of	of	io
undergraduates	undergraduate	nn2
'	'	ge
laughter	laughter	nn1
and	and	cc
tears	tear	nn2
,	,	y
produced	produce	vvd_vvn
these	these	dd2
statistics	statistics	nn
:	:	y
People	people	nn
laugh	laugh	vv0
400	400	mc
times	time	nnt2
as	as	rg
often	often	rr
as	as	csa
they	they	pphs2
cry	cry	vv0
;	;	y
collegians	collegian	nn2
laugh	laugh	vv0
more	more	dar
than	than	csn
20	20	mc
times	time	nnt2
a	a	at1
day	day	nnt1
.	.	y
Women	woman	nn2
laugh	laugh	vv0
less	less	dar_rrr
than	than	csn
men	man	nn2
and	and	cc
weep	weep	vv0_nn1
three	three	mc
times	time	nnt2
as	as	rg
frequently	frequently	rr
.	.	y
Four	four	mc
times	time	nnt2
out	out	ii21
of	of	ii22
five	five	mc
tears	tear	nn2
are	be	vbr
caused	cause	vvn
by	by	ii
the	the	at
environment	environment	nn1
;	;	y
social	social	jj
contacts	contact	nn2
are	be	vbr
responsible	responsible	jj
for	for	if
98%	98%	nnu
of	of	io
laughs	laugh	nn2@
.	.	y
