@@166532	##	fo
Police	police	nn2
smashed	smash	vvd_vvn
their	their	appge
way	way	nn1
last	last	md
week	week	nnt1
into	into	ii
a	a	at1
deserted	deserted	jj
villa	villa	nn1
on	on	ii
Constanta	constanta	np1
Beach	beach	nn1
,	,	y
smart	smart	jj
Black	black	np1
Sea	sea	nnl1
bathing	bath	vvg_nn1@_jj@
resort	resort	nn1
.	.	y
In	in	ii
the	the	at
cellar	cellar	nn1
they	they	pphs2
disentangled	disentangle	vvd
a	a	at1
gruesome	gruesome	jj
pile	pile	nn1
,	,	y
40	40	mc
male	male	jj
skeletons	skeleton	nn2
,	,	y
one	one	mc1
female	female	nn1_jj
.	.	y
<P>	<p>	null	
Cynical	cynical	jj
,	,	y
experienced	experience	vvn_vvd
in	in	ii
Balkan	balkan	jj_np1_nn1
wiles	wile	nn2_vvz
,	,	y
the	the	at
Rumanian	rumanian	jj
police	police	nn2
reconstructed	reconstruct	vvd_vvn
the	the	at
41	41	mc
murders	murder	nn2
thus	thus	rr
:	:	y
the	the	at
woman	woman	nn1
lured	lure	vvd_vvn
the	the	at
40	40	mc
men	man	nn2
one	one	mc1
by	by	ii
one	one	mc1
to	to	ii
the	the	at
villa	villa	nn1
of	of	io
her	her	appge
man	man	nn1
who	who	pnqs
slew	slew	vv0
each	each	dd1
,	,	y
robbed	rob	vvd_vvn
the	the	at
corpse	corpse	nn1
.	.	y
Finally	finally	rr
he	he	pphs1
slew	slew	vv0
her	her	ppho1
on	on	ii
the	the	at
old	old	jj
Rumanian	rumanian	jj
theory	theory	nn1
that	that	cst_dd1
"	"	"
Dead	dead	jj
women	woman	nn2
tell	tell	vv0
no	no	at
tales	tale	nn2
.	.	y
"	"	"
