@@165137	##	fo
Intoxicated	intoxicated	jj_vvd@	
by	by	ii
Adolf	adolf	np1
Hitler	hitler	np1
's	's	ge_vbz
'	'	ge
success	success	nn1
thus	thus	rr
far	far	jj_rr
with	with	iw
the	the	at
Nazi	nazi	jj
"	"	"
blood	blood	nn1
purge	purge	nn1_vv0
"	"	"
in	in	ii
Germany	germany	np1
,	,	y
ambitious	ambitious	jj
Herr	herr	nnb
Albert	albert	np1
Forster	forster	np1
,	,	y
31-year-old	31-year-old	jj
leader	leader	nn1
of	of	io
Nazis	nazi	nn2
in	in	ii
the	the	at
Free	free	jj
State	state	nn1
of	of	io
Danzig	danzig	np1
,	,	y
called	call	vvn_vvd@
last	last	md
week	week	nnt1
for	for	if
shooting	shoot	vvg_nn1
in	in	ii_rp@
its	its	appge
placid	placid	jj
streets	street	nn2
.	.	y
<P>	<p>	null	
"	"	"
Traitors	traitor	nn2
must	must	vm
be	be	vbi
put	put	vvn
up	up	rp
against	against	ii
the	the	at
wall	wall	nn1
and	and	cc
shot	shot	nn1_vvn_vvd
!	!	!
"	"	"
roared	roar	vvd
Leader	leader	nn1
Forster	forster	np1
.	.	y
"	"	"
Here	here	rl
in	in	ii
this	this	dd1
German	german	jj_nn1
outpost	outpost	nn1
we	we	ppis2
shall	shall	vm
forever	forever	rt
uphold	uphold	vvi
the	the	at
Hitler	hitler	np1
spirit	spirit	nn1
.	.	y
We	we	ppis2
believe	believe	vv0
in	in	ii
Germany	germany	np1
!	!	!
We	we	ppis2
believe	believe	vv0
in	in	ii
Hitler	hitler	np1
!	!	!
"	"	"
