@@256780	##	fo
Committed	commit	vvn_jj
to	to	to
drive	drive	vvi
the	the	at
Leftist	leftist	jj_nn1
Army	army	nn1
out	out	ii21
of	of	ii22
the	the	at
Ebro	ebro	np1
River	river	nnl1
salient	salient	jj
won	win	vvn_vvd
in	in	ii
late	late	jj
July	july	npm1
,	,	y
Rightist	rightist	jj_nn1
troops	troop	nn2
last	last	md
week	week	nnt1
made	make	vvd_vvn
their	their	appge
seventh	seventh	md
attempt	attempt	nn1
in	in	ii
ten	ten	mc
weeks	week	nnt2
.	.	y
By	by	ii
week	week	nnt1
's	's	ge
end	end	nn1_vv0
the	the	at
latest	late	jjt
drive	drive	nn1
had	have	vhd
petered	peter	vvn
out	out	rp
.	.	y
On	on	ii
the	the	at
long	long	jj
dormant	dormant	jj
front	front	nn1
near	near	ii
Aranjuez	aranjuez	np1
,	,	y
south	south	nd1
of	of	io
Madrid	madrid	np1
,	,	y
Rightists	rightist	nn2	
felt	feel	vvd_vvn
out	out	rp
the	the	at
strength	strength	nn1
of	of	io
Leftist	leftist	jj_nn1
lines	line	nn2
in	in	ii
several	several	da2
short	short	jj
,	,	y
minor	minor	jj
thrusts	thrust	nn2
.	.	y
