@@144933	##	fo
Instead	instead	ii21
of	of	ii22
giving	give	vvg
Adolf	adolf	np1
Hitler	hitler	np1
the	the	at
masculine	masculine	jj
Nazi	nazi	jj
salute	salute	nn1
with	with	iw
outstretched	outstretched	jj
arm	arm	nn1
,	,	y
German	german	jj_nn1
women	woman	nn2
began	begin	vvd
last	last	md
week	week	nnt1
by	by	ii
official	official	jj_nn1
instruction	instruction	nn1
to	to	to
give	give	vvi
the	the	at
Fhrer	fhrer	nn1_np1
a	a	at1
new	new	jj
"	"	"
feminine	feminine	jj
salute	salute	nn1
'	'	ge
'	'	"@_ge
which	which	ddq
for	for	if
months	month	nnt2
has	have	vhz
grown	grow	vvn
popular	popular	jj
in	in	ii
Nazi	nazi	jj
circles	circle	nn2
.	.	y
Henceforth	henceforth	rt
,	,	y
any	any	dd
American	american	jj
woman	woman	nn1
,	,	y
wishing	wish	vvg
to	to	to
do	do	vdi
as	as	csa_ii
the	the	at
Romans	roman	nn2
do	do	vd0
while	while	cs
visiting	visit	vvg
in	in	ii
the	the	at
Rome	rome	np1
of	of	io
Naziism	naziism	nn1
will	will	vm_nn1@
,	,	y
on	on	ii
sight	sight	nn1
of	of	io
the	the	at
Fhrer	fhrer	nn1_np1
,	,	y
simultaneously	simultaneously	rr
bend	bend	vv0
her	her	appge_ppho1
right	right	jj_nn1
elbow	elbow	nn1
and	and	cc
raise	raise	vv0
her	her	appge
arm	arm	nn1
horizontally	horizontally	rr
to	to	to
shoulder	shoulder	vvi
level	level	nn1_jj
.	.	y
Continuing	continue	vvg_jj
to	to	to
hold	hold	vvi
her	her	appge
arm	arm	nn1
thus	thus	rr
,	,	y
she	she	pphs1
will	will	vm
modestly	modestly	rr
bow	bow	vvi
her	her	appge
head	head	nn1
in	in	ii
salute	salute	nn1
.	.	y
<P>	<p>	null	
Ladies	lady	nn2
of	of	io
the	the	at
highest	high	jjt
German	german	jj_nn1
aristocracy	aristocracy	nn1
thus	thus	rr
saluted	salute	vvd
the	the	at
Fhrer	fhrer	nn1_np1
officially	officially	rr
for	for	if
the	the	at
first	first	md
time	time	nnt1
last	last	md
week	week	nnt1
at	at	ii
his	his	appge
banquet	banquet	nn1
for	for	if
the	the	at
Regent	regent	nn1@_np1
of	of	io
Hungary	hungary	np1
.	.	y
