@@222116	##	fo
In	in	ii
London	london	np1
last	last	md
week	week	nnt1
at	at	ii
Clarence	clarence	np1
House	house	nn1
the	the	at
big	big	jj
Naval	naval	jj
Limitation	limitation	nn1
Conference	conference	nn1
(	(	y
see	see	vv0
cut	cut	nn1_jj@
)	)	y
was	be	vbdz
once	once	rr21
more	more	rr22
deadlocked	deadlock	vvn
when	when	rrq_cs
Japan	japan	np1
's	's	ge
Admiral	admiral	nnb
Nagano	nagano	np1
"	"	"
placed	place	vvd@
a	a	at1
seal	seal	nn1
of	of	io
death	death	nn1
"	"	"
upon	upon	ii
even	even	rr
the	the	at
mildest	mild	jjt
British	british	jj
proposal	proposal	nn1
,	,	y
namely	namely	rex
,	,	y
that	that	cst
all	all	db
governments	government	nn2
concerned	concerned	jj_vvd%_vvn%
frankly	frankly	rr
disclose	disclose	vv0
,	,	y
to	to	ii
each	each	ppx221
other	other	ppx222
what	what	ddq
ships	ship	vvz@_nn2
they	they	pphs2
intend	intend	vv0
to	to	to
build	build	vvi
in	in	ii
the	the	at
next	next	md
six	six	mc
years	year	nnt2
.	.	y
The	the	at
Conference	conference	nn1
announced	announce	vvd_vvn
that	that	cst
all	all	db
its	its	appge
deadlocks	deadlock	nn2
are	be	vbr
"	"	"
in	in	ii
a	a	at1
most	most	rgt
friendly	friendly	jj
atmosphere	atmosphere	nn1
,	,	y
"	"	"
adjourned	adjourn	vvn_vvd
over	over	ii_rp
the	the	at
holidays	holiday	nn2
.	.	y
