@@144539	##	fo
Belgium	belgium	np1
's	's	ge_vbz
handsome	handsome	jj
young	young	jj
widower	widower	nn1
King	king	nnb
Leopold	leopold	np1
III	iii	mc
once	once	rr
figured	figure	vvn_vvd
in	in	ii
the	the	at
schemes	scheme	nn2
of	of	io
certain	certain	jj
statesmen	statesman	nn2
anxious	anxious	jj
for	for	if
a	a	at1
union	union	nn1
of	of	io
Belgium	belgium	np1
and	and	cc
The	the	at
Netherlands	netherlands	np1
,	,	y
eager	eager	jj
to	to	to
promote	promote	vvi
it	it	pph1
by	by	ii
securing	secure	vvg
the	the	at
marriage	marriage	nn1
of	of	io
His	his	appge
Majesty	majesty	nn1
and	and	cc
Her	her	appge
Royal	royal	jj
Highness	highness	nn1
Crown	crown	nn1
Princess	princess	nnb
Juliana	juliana	np1
of	of	io
The	the	at
Netherlands	netherlands	np1
.	.	y
Neither	neither	rr
Leopold	leopold	np1
nor	nor	cc
Juliana	juliana	np1
saw	see	vvd
the	the	at
matter	matter	nn1
in	in	ii
this	this	dd1
light	light	nn1_jj
,	,	y
but	but	ccb
they	they	pphs2
are	be	vbr
on	on	ii
the	the	at
best	best	jjt_rrt
of	of	io
terms	term	nn2
.	.	y
Last	last	md
week	week	nnt1
His	his	appge
Majesty	majesty	nn1
accepted	accept	vvd_vvn
the	the	at
invitation	invitation	nn1
of	of	io
Her	her	appge
Royal	royal	jj
Highness	highness	nn1
to	to	to
act	act	vvi
as	as	ii
a	a	at1
godfather	godfather	nn1
at	at	ii
the	the	at
christening	christening	nn1
of	of	io
her	her	appge
first	first	md
child	child	nn1
.	.	y
Princess	princess	nnb
Beatrix	beatrix	np1
,	,	y
this	this	dd1
week	week	nnt1
in	in	ii
The	the	at
Hague	hague	np1
.	.	y
