@@141932	##	fo
Like	like	ii
Bermuda	bermuda	np1
,	,	y
Mackinac	mackinac	np1
Island	island	nnl1
,	,	y
charming	charming	jj
summer	summer	nnt1
resort	resort	nn1
at	at	ii
the	the	at
northwest	northwest	nd1
end	end	nn1
of	of	io
Lake	lake	nnl1
Huron	huron	np1
,	,	y
prohibits	prohibit	vvz
automobiles	automobile	nn2
.	.	y
Last	last	md
week	week	nnt1
.	.	y
Mackinac	mackinac	np1
relaxed	relax	vvd
its	its	appge
rule	rule	nn1
for	for	if
the	the	at
first	first	md
time	time	nnt1
,	,	y
let	let	vv0_vvd@
one	one	mc1
automobile	automobile	nn1
ashore	ashore	rl
to	to	to
carry	carry	vvi
a	a	at1
crippled	crippled	jj
man	man	nn1
to	to	ii
the	the	at
ferry	ferry	nn1
.	.	y
Back	back	nn1_rp
to	to	ii
the	the	at
mainland	mainland	nn1
with	with	iw
him	him	ppho1
went	go	vvd
the	the	at
car	car	nn1
.	.	y
<P>	<p>	null	
Other	other	jj
islands	island	nn2
banning	ban	vvg
automobiles	automobile	nn2
:	:	y
Sark	sark	vv0_np1_nn1
in	in	ii
the	the	at
English	english	np1
Channel	channel	nn1
,	,	y
Venice	venice	np1
.	.	y
