@@301812	##	fo
Last	last	md
month	month	nnt1
one	one	mc1
Will	will	np1
Sanders	sanders	np1
,	,	y
16	16	mc
and	and	cc
black	black	jj_nn1@
,	,	y
murdered	murder	vvd_vvn
an	an	at1
old	old	jj
white	white	jj
woman	woman	nn1
outside	outside	ii
York	york	np1
,	,	y
S.	s.-a	np1
C.	c.-a	np1
Next	next	md
month	month	nnt1
Will	will	np1
Sanders	sanders	np1
will	will	vm
be	be	vbi
electrocuted	electrocute	vvn@
at	at	ii
Columbia	columbia	np1
.	.	y
<P>	<p>	null	
Last	last	md
week	week	nnt1
the	the	at
prosecutor	prosecutor	nn1
of	of	io
Will	will	np1
Sanders	sanders	np1
announced	announce	vvd
that	that	cst
he	he	pphs1
will	will	vm
have	have	vhi
the	the	at
corpse	corpse	nn1
trucked	truck	vvn
back	back	rp
to	to	ii
York	york	np1
immediately	immediately	rr
after	after	ii_cs
the	the	at
execution	execution	nn1
,	,	y
exhibited	exhibit	vvd_vvn
all	all	db
day	day	nnt1
on	on	ii
the	the	at
court	court	nn1
house	house	nn1
steps	step	nn2
.	.	y
His	his	appge
reason	reason	nn1
:	:	y
most	most	dat
Negroes	negro	nn2
doubt	doubt	vv0
that	that	cst
the	the	at
electric	electric	jj
chair	chair	nn1
kills	kill	vvz
,	,	y
believe	believe	vv0
that	that	cst
its	its	appge
occupants	occupant	nn2
are	be	vbr
secretly	secretly	rr
whisked	whisk	vvn_vvd
away	away	rl
to	to	ii
prison	prison	nn1
for	for	if
life	life	nn1
.	.	y
<P>	<p>	null	
The	the	at
prosecutor	prosecutor	nn1
's	's	ge
announcement	announcement	nn1
filled	fill	vvd
York	york	np1
blackamoors	blackamoors	nn2
with	with	iw
morbid	morbid	jj
interest	interest	nn1
.	.	y
