@@142923	##	fo
In	in	ii
Manhattan	manhattan	np1
last	last	md
week	week	nnt1
Revenue	revenue	nn1
agents	agent	nn2
had	have	vhd
a	a	at1
new	new	jj
experience	experience	nn1
.	.	y
Nothing	nothing	pn1
new	new	jj
to	to	ii
them	them	ppho2
was	be	vbdz
sending	send	vvg
six	six	mc
Harlem	harlem	np1
Negroes	negro	nn2
to	to	to
jail	jail	vvi
for	for	if
bootlegging	bootleg	vvg
.	.	y
New	new	jj
,	,	y
however	however	rr
,	,	y
was	be	vbdz
the	the	at
evidence	evidence	nn1
on	on	ii
which	which	ddq
the	the	at
'	'	ge
leggers	leggers	nn2
were	be	vbdr
convicted	convict	vvn
.	.	y
Exhibited	exhibit	vvn_vvd
for	for	if
the	the	at
jury	jury	nn1
was	be	vbdz
a	a	at1
unique	unique	jj
liquor	liquor	nn1
sold	sell	vvd_vvn
wholesale	wholesale	jj_rr@
at	at	ii
$7	$7	nnu
for	for	if
a	a	at1
five	five	mc
gallon	gallon	nnu1
tin	tin	nn1
,	,	y
retail	retail	jj_vv0@
at	at	ii
a	a	at1
nickel	nickel	nn1
a	a	at1
pony	pony	nn1
.	.	y
According	according	ii21
to	to	ii22
the	the	at
thoroughgoing	thoroughgoing	jj
New	new	np1
York	york	np1
Times	time	nnt2
,	,	y
it	it	pph1
was	be	vbdz
colored	color	vvn@
with	with	iw
orange	orange	jj
peel	peel	nn1
and	and	cc
possessed	possess	vvn
"	"	"
an	an	at1
aromatic	aromatic	jj
bouquet	bouquet	nn1
with	with	iw
a	a	at1
heavier	heavy	jjr
underlying	underlie	jj
odor	odor	nn1
like	like	ii
that	that	dd1
of	of	io
tobacco	tobacco	nn1
steeped	steep	vvn
in	in	ii
water	water	nn1
.	.	y
"	"	"
The	the	at
Times	time	nnt2
went	go	vvd
on	on	rp
to	to	to
add	add	vvi
that	that	cst
it	it	pph1
"	"	"
created	create	vvd_vvn
in	in	ii
the	the	at
drinker	drinker	nn1
a	a	at1
sensation	sensation	nn1
of	of	io
self-centered	self-centered	jj
power	power	nn1
,	,	y
while	while	cs
the	the	at
images	image	nn2
of	of	io
external	external	jj
things	thing	nn2
buckled	buckle	vvn_vvd_jj
and	and	cc
broke	break	vvn
.	.	y
"	"	"
Its	its	appge
title	title	nn1
:	:	y
King	king	nnb
Kong	kong	np1
Whiskey	whiskey	nn1
.	.	y
