@@222407	##	fo
In	in	ii
the	the	at
course	course	nn1
of	of	io
her	her	appge
regular	regular	jj
weekly	weekly	jj_nn1@
broadcast	broadcast	nn1_vvn
for	for	if
Pond	pond	nn1
's	's	ge
Face	face	nn1
Creams	cream	nn2
last	last	md
week	week	nnt1
,	,	y
Anna	anna	np1
Eleanor	eleanor	np1
Roosevelt	roosevelt	np1
Roosevelt	roosevelt	np1
declared	declare	vvd
:	:	y
"	"	"
I	i	ppis1
sometimes	sometimes	rt
think	think	vv0
that	that	cst
the	the	at
wife	wife	nn1
who	who	pnqs
stays	stay	vvz
at	at	ii
home	home	nn1
and	and	cc
carries	carry	vvz
on	on	rp
all	all	db
the	the	at
work	work	nn1
in	in	ii
the	the	at
household	household	nn1
should	should	vm
be	be	vbi
paid	pay	vvn
a	a	at1
definite	definite	jj
salary	salary	nn1
,	,	y
for	for	cs
she	she	pphs1
earns	earn	vvz
it	it	pph1
without	without	iw
any	any	dd
question	question	nn1
.	.	y
"	"	"
