@@221328	##	fo
"	"	"
Names	name	nn2
make	make	vv0
news	news	nn1
.	.	y
"	"	"
Last	last	md
week	week	nnt1
these	these	dd2
names	name	nn2
made	make	vvd_vvn
this	this	dd1
news	news	nn1
:	:	y
<P>	<p>	null	
The	the	at
literary	literary	jj
works	work	nn
of	of	io
Mrs.	mrs.-	nnb
Franklin	franklin	np1
Delano	delano	np1
Roosevelt	roosevelt	np1
were	be	vbdr
augmented	augment	vvn
by	by	ii
the	the	at
publication	publication	nn1
of	of	io
a	a	at1
juvenile	juvenile	jj
travelog	travelog	nn1
entitled	entitle	vvn
A	a	at1@
Trip	trip	nn1
to	to	ii
Washington	washington	np1
With	with	iw
Bobby	bobby	np1
and	and	cc
Betty	betty	np1
.	.	y
<P>	<p>	null	
Mrs.	mrs.-	nnb
Theodore	theodore	np1
Roosevelt	roosevelt	np1
Jr	jr	nna
.	.	y
started	start	vvd_vvn@
a	a	at1
needlepoint	needlepoint	nn1
pillow	pillow	nn1
top	top	nn1
commemorating	commemorate	vvg
the	the	at
exploits	exploit	nn2
of	of	io
her	her	appge
husband	husband	nn1
as	as	csa
Governor	governor	nnb
General	general	nnb
of	of	io
the	the	at
Philippines	philippines	np2
(	(	y
1932-33	1932-33	mcmc
)	)	y
.	.	y
