@@153170	##	fo
In	in	ii
Washington	washington	np1
,	,	y
D.	d.-	np1
C.	c.-a	np1
last	last	md
week	week	nnt1
Boston	boston	np1
's	's	ge
Wrestler	wrestler	np1_nn1	
Jack	jack	np1
Donovan	donovan	np1
squeezed	squeeze	vvd
Chicago	chicago	np1
's	's	ge
Mike	mike	np1
Romano	romano	np1_nn1
in	in	ii
a	a	at1
scissors	scissors	nn2
,	,	y
ground	grind	vvd@_vvn@
him	him	ppho1
with	with	iw
a	a	at1
headlock	headlock	nn1
,	,	y
whirled	whirl	vvd
him	him	ppho1
in	in	ii_rp@
an	an	at1
airplane	airplane	nn1
spin	spin	nn1_vv0
,	,	y
thumped	thump	vvd
him	him	ppho1
on	on	ii
the	the	at
canvas	canvas	nn1
,	,	y
let	let	vv0
go	go	vvi
when	when	cs
the	the	at
referee	referee	nn1
patted	pat	vvd
his	his	appge
back	back	nn1
,	,	y
jumped	jump	vvd
up	up	rp
to	to	to
acknowledge	acknowledge	vvi
the	the	at
cheers	cheers	nn2@
of	of	io
10,000	10,000	mc
spectators	spectator	nn2
,	,	y
walked	walk	vvd_vvn@
to	to	ii
his	his	appge
dressing	dressing	nn1
room	room	nn1
.	.	y
There	there	rl
he	he	pphs1
was	be	vbdz
arrested	arrest	vvn
because	because	cs
,	,	y
when	when	cs_rrq
they	they	pphs2
tried	try	vvd
to	to	to
revive	revive	vvi
him	him	ppho1
after	after	ii_cs
the	the	at
bout	bout	nn1
,	,	y
doctors	doctor	nn2
found	find	vvd_vvn
Wrestler	wrestler	np1	
Romano	romano	np1
dead	dead	jj
.	.	y
