@@166021	##	fo
Fifty-one	fifty-one	mc
voters	voter	nn2
of	of	io
Milton	milton	np1
,	,	y
Wash	wash	vv0_nn1
.	.	y
(	(	y
Tacoma	tacoma	nn1_np1@
suburb	suburb	nn1
)	)	y
last	last	md
week	week	nnt1
marked	mark	vvn_vvd@
their	their	appge
ballots	ballot	nn2
for	for	if
one	one	mc1
Boston	boston	np1
Curtis	curtis	np1
,	,	y
Republican	republican	nn1_jj@
candidate	candidate	nn1
for	for	if
precinct	precinct	nn1
committeeman	committeeman	nn1
.	.	y
Boston	boston	np1
Curtis	curtis	np1
was	be	vbdz
elected	elect	vvn
.	.	y
Milton	milton	np1
's	's	ge
Mayor	mayor	nnb
Kenneth	kenneth	np1
Simmons	simmons	np1
,	,	y
a	a	at1
Democrat	democrat	nn1
,	,	y
chortled	chortle	vvd
hugely	hugely	rr
.	.	y
He	he	pphs1
,	,	y
who	who	pnqs
had	have	vhd
sponsored	sponsor	vvn
Candidate	candidate	nn1
Curtis	curtis	np1
and	and	cc
filed	file	vvn
his	his	appge
papers	paper	nn2
,	,	y
had	have	vhd
proved	prove	vvn
his	his	appge
point	point	nn1
that	that	cst
voters	voter	nn2
"	"	"
have	have	vh0
no	no	at
idea	idea	nn1
whom	whom	pnqo
they	they	pphs2
support	support	vv0
.	.	y
"	"	"
Boston	boston	np1
Curtis	curtis	np1
is	be	vbz
a	a	at1
large	large	jj
brown	brown	jj
mule	mule	nn1
.	.	y
