@@142447	##	fo
Last	last	md
week	week	nnt1
Secretary	secretary	nn1
of	of	io
the	the	at
Interior	interior	jj_nn1
Ickes	icke	np2_nn2@	
moved	move	vvd_vvn
into	into	ii
his	his	appge
new	new	jj
$13,000,000	$13,000,000	nnu
Department	department	nn1
of	of	io
the	the	at
Interior	interior	jj_nn1
Building	building	nn1
,	,	y
the	the	at
first	first	md
major	major	jj
Government	government	nn1
edifice	edifice	nn1
planned	plan	vvn_vvd
and	and	cc
built	build	vvn_vvd
in	in	ii
Washington	washington	np1
by	by	ii
the	the	at
New	new	jj
Deal	deal	nn1
.	.	y
Justly	justly	rr
proud	proud	jj
of	of	io
his	his	appge
massive	massive	jj
limestone	limestone	nn1
masterpiece	masterpiece	nn1
,	,	y
which	which	ddq
sprawls	sprawl	vvz
over	over	rg
two	two	mc
blocks	block	nn2
and	and	cc
has	have	vhz
twelve	twelve	mc
wings	wing	nn2_vvz@
to	to	to
insure	insure	vvi
outside	outside	jj_ii_rl
light	light	nn1_jj
to	to	ii
every	every	at1
office	office	nn1
,	,	y
he	he	pphs1
invited	invite	vvd
Washington	washington	np1
newshawks	newshawks	vvz	
in	in	rp@
to	to	to
view	view	vvi
its	its	appge
wonders	wonder	nn2
as	as	cs31
soon	soon	cs32
as	as	cs33
he	he	pphs1
got	get	vvd
himself	himself	ppx1
seated	seat	vvn_vvd
in	in	ii
his	his	appge
oak-paneled	oak-paneled	jj
office	office	nn1
.	.	y
To	to	ii
his	his	appge
chagrin	chagrin	nn1
the	the	at
newshawks	newshawks	nn2
decided	decide	vvd_vvn
that	that	cst
the	the	at
wonder	wonder	nn1
of	of	io
wonders	wonder	nn2
was	be	vbdz
his	his	appge
private	private	jj
bathroom	bathroom	nn1
with	with	iw
giddy	giddy	jj
blue	blue	jj
tile	tile	nn1
walls	wall	nn2
,	,	y
a	a	at1
tub	tub	nn1
which	which	ddq
they	they	pphs2
described	describe	vvd
as	as	ii
"	"	"
not	not	xx
quite	quite	rg
big	big	jj
enough	enough	rr
for	for	if
a	a	at1
swim	swim	nn1
,	,	y
"	"	"
a	a	at1
bath	bath	nn1
mat	mat	nn1
embroidered	embroider	vvn_vvd
with	with	iw
a	a	at1
brown	brown	jj
donkey	donkey	nn1
and	and	cc
the	the	at
confident	confident	jj
inscription	inscription	nn1
:	:	y
"	"	"
We	we	ppis2
are	be	vbr
here	here	rl
to	to	to
stay	stay	vvi
.	.	y
"	"	"
