@@255598	##	fo
Longtime	longtime	jj
dream	dream	nn1
of	of	io
Atlantic	atlantic	np1
City	city	nn1
's	's	ge
Mayor	mayor	nnb
Harry	harry	np1
Bacharach	bacharach	np1
has	have	vhz
been	be	vbn
a	a	at1
new	new	jj
railroad	railroad	nn1
station	station	nn1
for	for	if
"	"	"
America	america	np1
's	's	ge
Playground	playground	nn1
.	.	y
"	"	"
Last	last	md
week	week	nnt1
,	,	y
on	on	ii
his	his	appge
61st	61st	md
birthday	birthday	nn1
,	,	y
Mayor	mayor	nnb
Bacharach	bacharach	np1
's	's	ge
dream	dream	nn1
came	come	vvd
true	true	jj
.	.	y
To	to	ii
the	the	at
dedication	dedication	nn1
exercises	exercise	nn2_vvz
of	of	io
the	the	at
resort	resort	nn1
's	's	ge_vbz
new	new	jj
$250,000	$250,000	nnu
Union	union	nn1_np1
Station	station	nn1
went	go	vvd
Governor	governor	nnb
Arthur	arthur	np1
Harry	harry	np1
Moore	moore	np1
,	,	y
Vice	vice	nnb
President	president	nnb
Martin	martin	np1
Withington	withington	np1
Clement	clement	np1
of	of	io
Pennsylvania	pennsylvania	np1
Railroad	railroad	nn1
and	and	cc
many	many	da2
a	a	at1
cheering	cheer	jj@_nn1@
Atlantic	atlantic	np1
Citizen	citizen	nn1
.	.	y
The	the	at
new	new	jj
station	station	nn1
has	have	vhz
eight	eight	mc
loading	loading	nn1_vvg
platforms	platform	nn2
three	three	mc
blocks	block	nn2_vvz@
long	long	jj
,	,	y
can	can	vm
handle	handle	vvi
10,000	10,000	mc
visitors	visitor	nn2
at	at	rr21
once	once	rr22
.	.	y
Eliminated	eliminate	vvn_jj@	
are	be	vbr
two	two	mc
old	old	jj
railroad	railroad	nn1
stations	station	nn2
,	,	y
twelve	twelve	mc
grade	grade	nn1_vv0
crossings	crossing	nn2
.	.	y
