@@302885	##	fo
Between	between	ii
telling	tell	vvg_jj@
Congress	congress	nn1
how	how	rrq
he	he	pphs1
proposed	propose	vvd
to	to	to
end	end	vvi
the	the	at
Depression	depression	nn1
and	and	cc
telling	tell	vvg
the	the	at
country	country	nn1
what	what	ddq
he	he	pphs1
had	have	vhd
told	tell	vvn
Congress	congress	nn1
,	,	y
Franklin	franklin	np1
Roosevelt	roosevelt	np1
last	last	md
week	week	nnt1
sandwiched	sandwich	vvn
in	in	ii
a	a	at1
warning	warning	nn1
to	to	ii
European	european	jj
dictators	dictator	nn2
against	against	ii
meddling	meddle	vvg_nn1
with	with	iw
South	south	nd1
America	america	np1
.	.	y
Said	say	vvd
he	he	pphs1
in	in	ii
a	a	at1
Pan-American	pan-american	jj
Day	day	nnt1
broadcast	broadcast	vvn_nn1_vv0
to	to	ii
South	south	nd1
America	america	np1
,	,	y
at	at	ii
which	which	ddq
his	his	appge
immediate	immediate	jj
audience	audience	nn1
consisted	consist	vvn_vvd
of	of	io
the	the	at
20	20	mc
Pan-American	pan-american	jj
diplomatic	diplomatic	jj
missions	mission	nn2
in	in	ii
Washington	washington	np1
:	:	y
<P>	<p>	null	
"	"	"
The	the	at
300,000,000	300,000,000	mc
citizens	citizen	nn2
in	in	ii
the	the	at
American	american	jj
republics	republic	nn2
are	be	vbr
not	not	xx
different	different	jj
from	from	ii
other	other	jj
human	human	jj
beings	being	nn2
.	.	y
<P>	<p>	null	
"	"	"
We	we	ppis2
have	have	vh0
the	the	at
same	same	da
problems	problem	nn2
,	,	y
the	the	at
same	same	da
differences	difference	nn2
,	,	y
even	even	rr
the	the	at
same	same	da
material	material	nn1
for	for	if
controversy	controversy	nn1
which	which	ddq
exists	exist	vvz
elsewhere	elsewhere	rl
.	.	y
Yet	yet	rr
,	,	y
we	we	ppis2
have	have	vh0
undertaken	undertake	vvn
contractual	contractual	jj
obligations	obligation	nn2
to	to	to
solve	solve	vvi
these	these	dd2
normal	normal	jj
human	human	jj_nn1
differences	difference	nn2
by	by	ii
maintaining	maintain	vvg
peace	peace	nn1
;	;	y
and	and	cc
that	that	dd1
peace	peace	nn1
we	we	ppis2
are	be	vbr
firmly	firmly	rr
resolved	resolve	vvn_vvd
to	to	to
maintain	maintain	vvi
.	.	y
<P>	<p>	null	
"	"	"
It	it	pph1
shall	shall	vm
not	not	xx
be	be	vbi
endangered	endanger	vvn
by	by	ii
controversies	controversy	nn2
within	within	ii
our	our	appge
family	family	nn1
;	;	y
and	and	cc
we	we	ppis2
will	will	vm
not	not	xx
permit	permit	vvi
it	it	pph1
to	to	to
be	be	vbi
endangered	endanger	vvn
from	from	ii
aggression	aggression	nn1
coming	come	vvg
from	from	ii
outside	outside	ii21
of	of	ii22
our	our	appge
hemisphere	hemisphere	nn1
.	.	y
"	"	"
