@@153969	##	fo
Last	last	md
week	week	nnt1
,	,	y
the	the	at
school	school	nn1
of	of	io
newspaper	newspaper	nn1
self-criticism	self-criticism	nn1
headed	head	vvn
by	by	ii
outspoken	outspoken	jj
William	william	np1
Allen	allen	np1
White	white	np1
was	be	vbdz
joined	join	vvn
by	by	ii
Samuel	samuel	np1
Emory	emory	np1
Thomason	thomason	np1
,	,	y
publisher	publisher	nn1
of	of	io
Chicago	chicago	np1
's	's	ge_vbz
lusty	lusty	jj
tabloid	tabloid	jj_nn1
Times	time	nnt2
and	and	cc
the	the	at
Tampa	tampa	np1
Tribune	tribune	nn1
.	.	y
Before	before	cs_ii
a	a	at1
Chicago	chicago	np1
dinner	dinner	nn1
of	of	io
Sigma	sigma	nn1
Delta	delta	nn1
Chi	chi	np1_nn1@
,	,	y
journalistic	journalistic	jj
fraternity	fraternity	nn1
,	,	y
paunchy	paunchy	jj_nn1
Publisher	publisher	nn1
Thomason	thomason	np1_nn1@
advised	advise	vvd
:	:	y
<P>	<p>	null	
"	"	"
Until	until	cs
we	we	ppis2
of	of	io
the	the	at
newspaper	newspaper	nn1
publishing	publishing	nn1_vvg
fraternity	fraternity	nn1
can	can	vm
forget	forget	vvi
that	that	cst
we	we	ppis2
are	be	vbr
the	the	at
heads	head	nn2
of	of	io
substantial	substantial	jj
financial	financial	jj
institutions	institution	nn2
to	to	ii
the	the	at
extent	extent	nn1
that	that	cst
no	no	at
line	line	nn1
of	of	io
news	news	nn1
reflects	reflect	vvz
the	the	at
prejudice	prejudice	nn1
that	that	cst_dd1
seems	seem	vvz
to	to	to
be	be	vbi
inherent	inherent	jj
in	in	ii
property	property	nn1
,	,	y
and	and	cc
inevitable	inevitable	jj
in	in	ii
property	property	nn1
heavily	heavily	rr
taxed	tax	vvn_vvd
,	,	y
we	we	ppis2
will	will	vm
do	do	vdi
well	well	rr
to	to	to
leave	leave	vvi
the	the	at
battle	battle	nn1
for	for	if
a	a	at1
free	free	jj
press	press	nn1
in	in	ii
the	the	at
hands	hand	nn2
of	of	io
our	our	appge
readers	reader	nn2
,	,	y
and	and	cc
soft-pedal	soft-pedal	nn1
our	our	appge
own	own	da
battle	battle	nn1
cries	cry	nn2_vvz
.	.	y
"	"	"
