@@164931	##	fo
Last	last	md
week	week	nnt1
,	,	y
the	the	at
Josiah	josiah	np1
Macy	macy	np1
Jr	jr	nna
.	.	y
Fund	fund	nn1_vv0@
,	,	y
created	create	vvd_vvn
six	six	mc
months	month	nnt2
ago	ago	ra
by	by	ii
Mrs.	mrs.-	nnb
Walter	walter	np1
Graeme	graeme	np1
Ladd	ladd	np1
(	(	y
of	of	io
the	the	at
rich	rich	jj
New	new	np1
Jersey	jersey	np1
Macy	macy	np1
family	family	nn1
)	)	y
,	,	y
established	establish	vvd_vvn
a	a	at1
fellowship	fellowship	nn1
to	to	to
pay	pay	vvi
the	the	at
expenses	expense	nn2
of	of	io
an	an	at1
assistant	assistant	nn1_jj
for	for	if
Dr.	dr.-i	nnb
Einstein	einstein	np1
.	.	y
First	first	md
incumbent	incumbent	nn1
will	will	vm
be	be	vbi
Dr.	dr.-i	nnb
Einstein	einstein	np1
's	's	ge
good	good	jj
friend	friend	nn1
and	and	cc
familiar	familiar	jj
,	,	y
Dr.	dr.-i	nnb
Walter	walter	np1
Mayer	mayer	np1
,	,	y
mathematician	mathematician	nn1
at	at	ii
the	the	at
University	university	nn1
of	of	io
Vienna	vienna	np1
.	.	y
