@@152557	##	fo
One	one	mc1
of	of	io
the	the	at
compensations	compensation	nn2
of	of	io
being	be	vbg
a	a	at1
stage-door	stage-door	jj_nn1
keeper	keeper	nn1
is	be	vbz
the	the	at
tips	tip	nn2
derived	derive	vvn
from	from	ii
gallant	gallant	jj
gentlemen	gentleman	nn2
seeking	seek	vvg
entrance	entrance	nn1
to	to	ii
the	the	at
actresses	actress	nn2
'	'	ge
dressing	dressing	nn1@_vvg
rooms	room	nn2
.	.	y
Last	last	md
week	week	nnt1
the	the	at
indigent	indigent	jj
Budapest	budapest	np1
Opera	opera	nn1
capitalized	capitalize	vvd_vvn@
such	such	da
backstage	backstage	jj
gallantry	gallantry	nn1
.	.	y
It	it	pph1
offered	offer	vvd
for	for	if
sale	sale	nn1
to	to	ii
Budapest	budapest	np1
bloods	blood	vvz%_nn2	
little	little	da1_jj_rr
silver	silver	nn1_jj@
keys	key	nn2_vvz@
to	to	ii
the	the	at
ballet	ballet	nn1
dancers	dancer	nn2
'	'	ge
green	green	jj_nn1
room	room	nn1
and	and	cc
the	the	at
singers	singer	nn2
'	'	ge
smoking	smoking	jj_nn1
room	room	nn1
.	.	y
Price	price	vv0@_nn1
$150	$150	nnu
,	,	y
good	good	jj
for	for	if
one	one	mc1
year	year	nnt1
.	.	y
