@@701527	##	fo
txt	txt	nnu
Smoke	smoke	nn1_vv0
from	from	ii
a	a	at1
fire	fire	nn1
in	in	ii
a	a	at1
basement	basement	nn1
linen	linen	nn1
room	room	nn1
of	of	io
the	the	at
Michael	michael	np1
Reese	reese	np1
hospital	hospital	nn1
ascended	ascend	vvd_vvn
late	late	rr_jj
last	last	vv0@_md_nn1%
.	.	y
night	night	nnt1
into	into	ii
the	the	at
corridors	corridor	nn2
of	of	io
the	the	at
first	first	md
and	and	cc
second	second	md_nnt1
floors	floor	nn2
of	of	io
the	the	at
main	main	jj_nn1@
.	.	y
hospital	hospital	nn1
building	building	nn1
and	and	cc
alarmed	alarm	vvd_vvn
a	a	at1
number	number	nn1
of	of	io
patients	patient	nn2
.	.	y
Members	member	nn2
of	of	io
the	the	at
hospital	hospital	nn1
staf	staf-	nn1_vv0
,	,	y
headed	head	vvn
by	by	ii
the	the	at
superintendent	superintendent	nn1
,	,	y
Dr.	dr.-i	nnb
Herman	herman	np1
Smith	smith	np1
,	,	y
allayed	allay	vvd_vvn
their	their	appge
fears	fear	nn2
and	and	cc
firemen	fireman	nn2
,	,	y
arriving	arrive	vvg
promptly	promptly	rr
with	with	iw
a	a	at1
large	large	jj
amount	amount	nn1
of	of	io
equipment	equipment	nn1
,	,	y
extinguished	extinguish	vvd_vvn
the	the	at
flames	flame	nn2
after	after	ii
chopping	chop	vvg
holes	hole	nn2
in	in	ii
the	the	at
floor	floor	nn1
of	of	io
a	a	at1
first	first	md
floor	floor	nn1
hallway	hallway	nn1
.	.	y
Dr.	dr.-i	nnb
Smith	smith	np1
said	say	vvd
that	that	cst
it	it	pph1
was	be	vbdz
not	not	xx
necessary	necessary	jj
to	to	to
move	move	vvi
any	any	dd
of	of	io
the	the	at
patients	patient	nn2
and	and	cc
that	that	cst
the	the	at
amount	amount	nn1
of	of	io
smoke	smoke	nn1
that	that	cst
reached	reach	vvd
their	their	appge
rooms	room	nn2
was	be	vbdz
not	not	xx
great	great	jj
.	.	y
Lights	light	nn2
on	on	ii
the	the	at
first	first	md
floor	floor	nn1
were	be	vbdr
turned	turn	vvn
off	off	rp
as	as	ii
a	a	at1
precautionary	precautionary	jj
measure	measure	nn1
.	.	y
Because	because	ii21
of	of	ii22
the	the	at
supposed	supposed	jj@
danger	danger	nn1
to	to	ii
those	those	dd2
in	in	ii
the	the	at
hospital	hospital	nn1
,	,	y
a	a	at1
large	large	jj
number	number	nn1
of	of	io
ambulances	ambulance	nn2
were	be	vbdr
hurried	hurry	vvn
to	to	ii
the	the	at
I	i	mc1%
scene	scene	nn1
and	and	cc
a	a	at1
crowd	crowd	nn1
collected	collect	vvd_vvn
.	.	y
