@@153959	##	fo
On	on	ii
Cody	cody	np1_nn1
,	,	y
Wyoming	wyoming	np1
's	's	ge
Main	main	np1
Street	street	nnl1
,	,	y
across	across	rl@_ii
from	from	ii
the	the	at
Buffalo	buffalo	np1
Bill	bill	np1_nn1
Bar	bar	nn1
,	,	y
stands	stand	vvz
the	the	at
Cody	cody	nn1_np1
Theatre	theatre	nn1
.	.	y
Mostly	mostly	rr
,	,	y
the	the	at
Cody	cody	nn1_np1
sticks	stick	vvz_nn2
to	to	ii
single	single	jj
features	feature	nn2
.	.	y
But	but	ccb
last	last	md
fortnight	fortnight	nnt1
it	it	pph1
went	go	vvd
on	on	ii_rp@
a	a	at1
tear	tear	nn1
.	.	y
"	"	"
Can	can	vm_vv0%
You	you	ppy
Take	take	vv0
It	it	pph1
?	?	y
"	"	"
the	the	at
theatre	theatre	nn1
's	's	ge
advertisement	advertisement	nn1
in	in	ii
the	the	at
Cody	cody	nn1_np1
Enterprise	enterprise	nn1
inquired	inquire	vvd
.	.	y
It	it	pph1
then	then	rt
listed	list	vvd
Saturday	saturday	npd1
's	's	ge
bill	bill	nn1
.	.	y
"	"	"
Seven	seven	mc
features	feature	nn2
,	,	y
no	no	at_uh
show	show	nn1_vv0
twice	twice	rr
,	,	y
"	"	"
starting	start	vvg
at	at	ii
2:30	2:30	mc
p.m.	p.m.	ra
,	,	y
ending	end	vvg
at	at	ii
10:40	10:40	mc
.	.	y
Folks	folk	nn2
came	come	vvd
from	from	ii
all	all	rr
over	over	ii
Park	park	np1_nn1
County	county	nn1
,	,	y
at	at	ii
the	the	at
theatre	theatre	nn1
's	's	ge
invitation	invitation	nn1
brought	bring	vvd_vvn
their	their	appge
lunches	lunch	nn2
,	,	y
stuck	stick	vvd_vvn
around	around	rp
till	till	ii_cs
closing	closing	jj_vvg
time	time	nnt1
.	.	y
