@@255904	##	fo
New	new	jj
<P>	<p>	null	
Breakfast	breakfast	nn1_vv0@
for	for	if
Two	two	mc
(	(	y
RKO	rko	np1_nn1
Radio	radio	nn1_np1%
)	)	y
involves	involve	vvz
honored	honor	jj@
Tragedians	tragedian	nn2
Herbert	herbert	np1
Marshall	marshall	np1
and	and	cc
Barbara	barbara	np1
Stanwyck	stanwyck	np1_nn1_vv0
with	with	iw
pub-crawling	pub-crawling	nn1_jj
,	,	y
ventriloquism	ventriloquism	nn1
,	,	y
loaded	load	jj
boxing	boxing	nn1
gloves	glove	nn2
,	,	y
custard	custard	nn1
pies	pie	nn2
and	and	cc
a	a	at1
butler	butler	nn1
named	name	vvn
Butch	butch	np1
(	(	y
Eric	eric	np1
Blore	blore	np1
)	)	y
.	.	y
They	they	pphs2
seem	seem	vv0
to	to	to
enjoy	enjoy	vvi
the	the	at
change	change	nn1
.	.	y
<P>	<p>	null	
Current	current	jj_nn1@
and	and	cc
Choice	choice	nn1
<P>	<p>	null	
The	the	at
Life	life	nn1
of	of	io
Emile	emile	np1
Zola	zola	np1
(	(	y
Paul	paul	np1
Muni	muni	np1
,	,	y
Joseph	joseph	np1
Schildkraut	schildkraut	np1	
)	)	y
.	.	y
<P>	<p>	null	
100	100	mc
Men	man	nn2
und	und	np1
a	a	at1
Girl	girl	nn1
(	(	y
Deanna	deanna	np1
Durbin	durbin	np1
,	,	y
Adolphe	adolphe	np1
Menjou	menjou	np1_nn1
,	,	y
Leopold	leopold	np1
Stokowski	stokowski	np1	
)	)	y
.	.	y
<P>	<p>	null	
Stage	stage	nn1
Door	door	nn1
(	(	y
Katharine	katharine	np1
Hepburn	hepburn	np1
.	.	y
Ginger	ginger	np1@_jj
Rogers	rogers	np1
,	,	y
Andrea	andrea	np1
Leeds	leeds	np1
,	,	y
Adolphe	adolphe	np1
Menjou	menjou	np1
)	)	y
.	.	y
<P>	<p>	null	
Double	double	jj
Wedding	wedding	nn1
(	(	y
Myrna	myrna	np1
Loy	loy	np1
,	,	y
William	william	np1
Powell	powell	np1
)	)	y
.	.	y
