@@154765	##	fo
An	an	at1
agreeable	agreeable	jj
feature	feature	nn1
of	of	io
Swiss	swiss	jj
politics	politics	nn1
is	be	vbz
the	the	at
absence	absence	nn1
of	of	io
sordid	sordid	jj
competition	competition	nn1
.	.	y
With	with	iw
clocklike	clocklike	jj
regularity	regularity	nn1
Swiss	swiss	jj
politicians	politician	nn2
succeed	succeed	vv0
from	from	ii
office	office	nn1
to	to	ii
office	office	nn1
by	by	ii
uneventful	uneventful	jj
stages	stage	nn2
.	.	y
Last	last	md
week	week	nnt1
Switzerland	switzerland	np1
's	's	ge
official	official	jj_nn1
clock	clock	nn1
chimed	chime	vvd
the	the	at
hour	hour	nnt1
for	for	if
65-year-old	65-year-old	jj
Giuseppe	giuseppe	np1
Motta	motta	np1
,	,	y
Roman	roman	jj_nn1
Catholic	catholic	nn1_jj
,	,	y
ex-lawyer	ex-lawyer	nn1_jj
,	,	y
father	father	nn1
of	of	io
ten	ten	mc
,	,	y
to	to	to
be	be	vbi
re-elected	re-elected	jj_vvn
President	president	nn1
of	of	io
the	the	at
Swiss	swiss	jj
Confederation	confederation	nn1
(	(	y
"	"	"
President	president	nn1
of	of	io
Switzerland	switzerland	np1
"	"	"
)	)	y
for	for	if
the	the	at
fifth	fifth	md
time	time	nnt1
.	.	y
As	as	ii
head	head	nn1
of	of	io
the	the	at
Swiss	swiss	jj
delegation	delegation	nn1
to	to	ii
the	the	at
League	league	nn1
of	of	io
Nations	nation	nn2
,	,	y
onetime	onetime	jj
Foreign	foreign	jj
Secretary	secretary	nn1
and	and	cc
onetime	onetime	jj
Finance	finance	nn1
Minister	minister	nn1
,	,	y
Dr.	dr.-i	nnb
Motta	motta	np1
has	have	vhz
drained	drain	vvn
the	the	at
Swiss	swiss	jj
political	political	jj
cup	cup	nn1
.	.	y
